Query Number,Query Name,Execution Time,Plan time,Query hash
565,13,10a.sql,538.837,30.725,-4409698924550295459
566,13,10b.sql,226.716,27.304,2327673058233797615
567,13,10c.sql,23614.45,25.555,8860988427713565746
568,13,11a.sql,93.555,59.954,-8745628810626288278
145,13,11b.sql,42.31,61.796,-9046130082131908017
570,13,11c.sql,254.867,52.915,754561138292963678
146,13,11d.sql,269.563,52.474,-8853227751184510813
572,13,12a.sql,737.73,56.801,9049250486687881135
573,13,12b.sql,286.07,54.478,7111231359014454640
574,13,12c.sql,3641.304,58.243,5327500320564300865
575,13,13a.sql,1882.189,80.384,6101368897808108968
147,13,13b.sql,632.354,84.529,7105818783943848525
148,13,13c.sql,547.399,89.214,7105818783943848525
578,13,13d.sql,7728.951,77.994,-5885625972757298871
579,13,14a.sql,475.128,54.146,-6310738669154799660
580,13,14b.sql,249.771,56.225,7430954541387508965
581,13,14c.sql,838.037,52.895,-8051795807640054913
582,13,15a.sql,1115.909,137.808,1799237188439200003
583,13,15b.sql,92.071,132.421,-6016190586237425744
584,13,15c.sql,5296.363,118.08,-640293413413794320
585,13,15d.sql,4508.163,116.427,4581372305138760671
586,13,16a.sql,528.199,51.309,-1158816798049620833
587,13,16b.sql,16000.012,46.492,-2478965080048270031
588,13,16c.sql,3588.438,51.672,-5535901023995551278
589,13,16d.sql,4169.326,93.109,-1158816798049620833
590,13,17a.sql,7333.798,28.432,6019781246931083125
591,13,17b.sql,4157.435,26.923,7687882978329045374
592,13,17c.sql,3734.424,27.973,7687882978329045374
593,13,17d.sql,4154.484,27.265,-3809785603362132151
594,13,17e.sql,11396.009,28.527,-2972937597942960473
595,13,17f.sql,8283.992,28.005,-3809785603362132151
596,13,18a.sql,1909.462,36.303,-8570358269772166685
597,13,18b.sql,614.647,36.911,-1890080522291186125
598,13,18c.sql,12896.598,33.606,4621617272025517643
599,13,19a.sql,902.258,261.198,3261834294741233279
600,13,19b.sql,559.074,229.591,7204209839780818952
601,13,19c.sql,1556.073,236.233,-7738028735347059107
602,13,19d.sql,13685.527,216.604,5267282279652319986
603,13,1a.sql,316.71,11.826,-8455555668018032942
