Query Number,Query Name,Execution Time,Plan time,Query hash
11,10a.sql,477.167,30.743,-4409698924550295459
11,10b.sql,227.651,26.658,2327673058233797615
11,10c.sql,22035.044,24.302,8860988427713565746
11,11a.sql,61.976,57.603,-8745628810626288278
11,11b.sql,39.338,55.566,-9046130082131908017
11,11c.sql,222.507,51.323,754561138292963678
11,11d.sql,272.528,49.804,-8853227751184510813
11,12a.sql,682.940,54.636,9049250486687881135
11,12b.sql,287.547,51.105,7111231359014454640
11,12c.sql,3278.944,56.759,5327500320564300865
11,13a.sql,1748.143,74.967,6101368897808108968
11,13b.sql,638.831,82.559,7105818783943848525
11,13c.sql,519.828,80.803,7105818783943848525
11,13d.sql,7025.856,74.654,-5885625972757298871
11,14a.sql,460.236,51.494,-6310738669154799660
11,14b.sql,242.205,55.016,7430954541387508965
11,14c.sql,791.989,51.591,-8051795807640054913
11,15a.sql,1055.435,121.614,1799237188439200003
11,15b.sql,66.965,126.563,-6016190586237425744
11,15c.sql,4821.698,119.473,-640293413413794320
11,15d.sql,4388.904,116.624,4581372305138760671
11,16a.sql,484.827,51.710,-1158816798049620833
11,16b.sql,14801.886,45.262,-2478965080048270031
11,16c.sql,3406.929,51.490,-5535901023995551278
11,16d.sql,3952.484,49.935,-1158816798049620833
11,17a.sql,6599.728,27.348,6019781246931083125
11,17b.sql,3803.342,25.189,7687882978329045374
11,17c.sql,3516.077,26.523,7687882978329045374
11,17d.sql,3768.447,26.600,-3809785603362132151
11,17e.sql,10568.823,26.642,-2972937597942960473
11,17f.sql,7637.050,26.154,-3809785603362132151
11,18a.sql,1795.535,30.454,-8570358269772166685
11,18b.sql,539.025,35.717,-1890080522291186125
11,18c.sql,12251.859,33.710,4621617272025517643
11,19a.sql,911.991,243.862,3261834294741233279
11,19b.sql,470.467,230.538,7204209839780818952
11,19c.sql,1560.103,221.139,-7738028735347059107
11,19d.sql,32309.774,213.261,5267282279652319986
11,1a.sql,298.823,10.797,-8455555668018032942
11,1b.sql,268.205,10.471,-5913694868169903349
11,1c.sql,270.784,11.159,4846285409507673210
11,1d.sql,273.893,9.689,-4294522389920564102
11,20a.sql,4688.974,136.772,3042830198267909074
11,20b.sql,5257.350,139.858,-3458609441065762063
11,20c.sql,2882.935,125.939,2558748867405111050
11,21a.sql,68.221,119.013,-1630088287367505151
11,21b.sql,76.007,115.236,6350469962105744477
11,21c.sql,64.296,117.814,2684397743657735043
11,22a.sql,747.996,309.220,-8852217324911197084
11,22b.sql,459.838,312.315,-8852217324911197084
11,22c.sql,1276.013,312.058,3330700635734281186
11,22d.sql,1507.448,296.418,8297872767581952856
11,23a.sql,289.361,301.499,1619127084338010792
11,23b.sql,85.475,298.790,-5259407748332317606
11,23c.sql,462.729,296.946,-1124127336827367041
11,24a.sql,331.870,3496.827,2280384413821366706
11,24b.sql,135.816,3531.286,-1794083932540499185
11,25a.sql,3536.462,111.245,-4626995031345076698
11,25b.sql,491.961,111.974,-4110854689441581467
11,25c.sql,7040.664,109.912,-6027221776095257325
11,26a.sql,741.878,2844.734,-5929401182124901517
11,26b.sql,235.094,2741.148,8502155271907567164
11,26c.sql,1096.705,2744.698,-7624179224219018171
11,27a.sql,213.012,3238.039,1758072863970875987
11,27b.sql,195.155,3344.720,-5510733515476627148
11,27c.sql,430.813,3422.891,-4477816371804978596
11,28a.sql,10311.132,4634.242,4245832029459036970
11,28b.sql,197.836,4368.096,-565328161990619398
11,28c.sql,26962.985,4742.759,-808880556807194591
11,29a.sql,197.244,7265.494,-2799995183862506353
11,29b.sql,56.964,7028.829,-1912819773082406463
11,29c.sql,5065.159,6617.704,6650214460147150979
11,2a.sql,958.475,10.746,4654868730068868057
11,2b.sql,767.892,10.047,4654868730068868057
11,2c.sql,47.371,9.918,4654868730068868057
11,2d.sql,1328.809,9.567,4654868730068868057
11,30a.sql,1014.044,3508.423,3596309516107956315
11,30b.sql,325.896,3823.255,2619358356542170316
11,30c.sql,2357.911,3499.519,-5261930549591539248
11,31a.sql,615.947,398.037,1975084072464202139
11,31b.sql,92.681,390.613,8637167297044090375
11,31c.sql,864.286,400.889,-8047523329439800675
11,32a.sql,25.434,17.512,-8152767229854360977
11,32b.sql,348.929,16.129,-8152767229854360977
11,33a.sql,64.673,3811.050,1264440547233771903
11,33b.sql,60.574,3737.988,5283902462801916534
11,33c.sql,65.508,3919.201,7696886476226925320
11,3a.sql,250.263,11.633,-4964681019064054343
11,3b.sql,162.194,10.321,2686551532437100503
11,3c.sql,455.321,11.261,-4267429084482334961
11,4a.sql,167.653,10.786,-6925252347296079652
11,4b.sql,150.218,10.860,-6925252347296079652
11,4c.sql,238.863,11.020,-6925252347296079652
11,5a.sql,530.959,12.461,-4875630082272532892
11,5b.sql,478.438,13.505,7799030661291734910
11,5c.sql,618.422,13.064,6287524160215096911
11,6a.sql,44.177,10.982,-1270565685357017756
11,6b.sql,309.407,11.535,5330016273682105912
11,6c.sql,26.969,10.747,-1270565685357017756
11,6d.sql,5629.695,11.333,5330016273682105912
11,6e.sql,43.543,10.941,-1270565685357017756
11,6f.sql,5575.902,10.684,9034840740838305022
11,7a.sql,1743.750,61.241,5731597360962035638
11,7b.sql,385.718,57.342,-5119135715290730827
