Query Number,Query Name,Execution Time,Plan time,Query hash
1130,14,10a.sql,511.485,26.01,-4409698924550295459
1131,14,10b.sql,223.964,28.121,2327673058233797615
1132,14,10c.sql,22445.432,24.914,8860988427713565746
1133,14,11a.sql,70.322,57.331,-8745628810626288278
395,14,11b.sql,41.308,63.352,-9046130082131908017
1135,14,11c.sql,250.238,50.046,754561138292963678
396,14,11d.sql,278.248,59.129,-8853227751184510813
1137,14,12a.sql,753.106,57.537,9049250486687881135
1138,14,12b.sql,292.097,51.929,7111231359014454640
1139,14,12c.sql,3522.721,54.389,5327500320564300865
1140,14,13a.sql,1731.776,84.42,6101368897808108968
397,14,13b.sql,626.108,83.76,7105818783943848525
398,14,13c.sql,495.434,77.069,7105818783943848525
1143,14,13d.sql,7432.373,74.553,-5885625972757298871
1144,14,14a.sql,506.59,54.84,-6310738669154799660
1145,14,14b.sql,246.819,55.658,7430954541387508965
1146,14,14c.sql,821.673,51.493,-8051795807640054913
1147,14,15a.sql,1099.088,124.868,1799237188439200003
1148,14,15b.sql,71.164,131.591,-6016190586237425744
1149,14,15c.sql,5016.693,122.772,-640293413413794320
1150,14,15d.sql,4419.96,111.684,4581372305138760671
1151,14,16a.sql,531.512,52.874,-1158816798049620833
1152,14,16b.sql,14694.198,48.063,-2478965080048270031
1153,14,16c.sql,3260.868,46.149,-5535901023995551278
1154,14,16d.sql,3787.581,46.929,-1158816798049620833
1155,14,17a.sql,6776.107,28.183,6019781246931083125
1156,14,17b.sql,4387.543,25.556,7687882978329045374
1157,14,17c.sql,3749.856,24.913,7687882978329045374
1158,14,17d.sql,3837.773,27.436,-3809785603362132151
1159,14,17e.sql,10928.102,28.394,-2972937597942960473
1160,14,17f.sql,8121.783,27.588,-3809785603362132151
1161,14,18a.sql,1866.537,32.07,-8570358269772166685
1162,14,18b.sql,580.976,36.902,-1890080522291186125
1163,14,18c.sql,13555.727,33.676,4621617272025517643
1164,14,19a.sql,989.144,279.582,3261834294741233279
1165,14,19b.sql,572.824,244.687,7204209839780818952
1166,14,19c.sql,1609.409,233.071,-7738028735347059107
1167,14,19d.sql,14291.031,224.035,5267282279652319986
1168,14,1a.sql,330.63,11.636,-8455555668018032942
1169,14,1b.sql,293.052,10.89,-5913694868169903349
1170,14,1c.sql,291.672,11.651,4846285409507673210
1171,14,1d.sql,351.04,10.481,-4294522389920564102
1172,14,20a.sql,5411.612,145.537,3042830198267909074
1173,14,20b.sql,1821.044,143.867,-3458609441065762063
1174,14,20c.sql,1063.294,134.974,2558748867405111050
1175,14,21a.sql,78.52,132.424,-1630088287367505151
1176,14,21b.sql,82.358,130.972,6350469962105744477
399,14,21c.sql,61.979,129.615,2684397743657735043
1178,14,22a.sql,1702.984,343.016,-8852217324911197084
1179,14,22b.sql,469.363,336.471,-8852217324911197084
1180,14,22c.sql,1886.983,331.012,3330700635734281186
400,14,22d.sql,1043.155,322.409,8297872767581952856
1182,14,23a.sql,304.143,303.689,1619127084338010792
1183,14,23b.sql,107.652,315.976,-5259407748332317606
1184,14,23c.sql,484.784,302.591,-1124127336827367041
1185,14,24a.sql,368.514,3839.546,2280384413821366706
1186,14,24b.sql,145.06,3676.135,-1794083932540499185
1187,14,25a.sql,3728.411,120.79,-4626995031345076698
1188,14,25b.sql,512.037,120.583,-4110854689441581467
1189,14,25c.sql,8042.796,122.555,-6027221776095257325
1190,14,26a.sql,3032.218,3233.565,-5929401182124901517
1191,14,26b.sql,244.676,3113.537,8502155271907567164
1192,14,26c.sql,2795.45,3070.698,-7624179224219018171
401,14,27a.sql,75.149,3522.542,1758072863970875987
1194,14,27b.sql,84.366,3593.243,-5510733515476627148
1195,14,27c.sql,283.465,3588.972,-4477816371804978596
402,14,28a.sql,474.402,5291.403,4245832029459036970
1197,14,28b.sql,231.477,4834.211,-565328161990619398
1198,14,28c.sql,745.47,5159.483,-808880556807194591
1199,14,29a.sql,90.017,7872.435,-2799995183862506353
1200,14,29b.sql,52.718,7242.623,-1912819773082406463
1201,14,29c.sql,396.915,6282.969,6650214460147150979
1202,14,2a.sql,1359.012,10.773,4654868730068868057
1203,14,2b.sql,733.121,9.863,4654868730068868057
1204,14,2c.sql,47.1,9.953,4654868730068868057
1205,14,2d.sql,1330.713,9.828,4654868730068868057
1206,14,30a.sql,792.963,3606.797,3596309516107956315
1207,14,30b.sql,255.611,3719.963,2619358356542170316
1208,14,30c.sql,2545.582,3607.761,-5261930549591539248
1209,14,31a.sql,1073.026,424.327,1975084072464202139
1210,14,31b.sql,224.653,413.451,8637167297044090375
1211,14,31c.sql,1192.154,406.283,-8047523329439800675
1212,14,32a.sql,26.87,19.473,-8152767229854360977
1213,14,32b.sql,402.095,17.558,-8152767229854360977
1214,14,33a.sql,80.166,4069.418,1264440547233771903
1215,14,33b.sql,67.533,3850.903,5283902462801916534
1216,14,33c.sql,64.91,4056.771,7696886476226925320
1217,14,3a.sql,264.936,11.422,-4964681019064054343
1218,14,3b.sql,165.814,10.225,2686551532437100503
1219,14,3c.sql,474.531,10.907,-4267429084482334961
1220,14,4a.sql,172.204,10.723,-6925252347296079652
1221,14,4b.sql,153.832,10.679,-6925252347296079652
1222,14,4c.sql,261.156,11.037,-6925252347296079652
1223,14,5a.sql,621.694,13.38,-4875630082272532892
1224,14,5b.sql,492.234,13.141,7799030661291734910
1225,14,5c.sql,618.841,13.789,6287524160215096911
1226,14,6a.sql,49.35,10.77,-1270565685357017756
1227,14,6b.sql,327.365,11.436,5330016273682105912
1228,14,6c.sql,27.039,10.756,-1270565685357017756
1229,14,6d.sql,6049.506,11.067,5330016273682105912
1230,14,6e.sql,44.196,10.868,-1270565685357017756
1231,14,6f.sql,5711.04,10.906,9034840740838305022
1232,14,7a.sql,1816.717,64.387,5731597360962035638
