Query Number,Query Name,Execution Time,Plan time,Query hash
304,18,30c.sql,2344.23,3591.622,-5261930549591539248
305,18,31a.sql,662.745,415.087,1975084072464202139
306,18,31b.sql,79.796,426.507,8637167297044090375
307,18,31c.sql,824.19,413.079,-8047523329439800675
308,18,32a.sql,27.139,19.521,-8152767229854360977
309,18,32b.sql,368.284,17.511,-8152767229854360977
310,18,33a.sql,83.16,4037.987,1264440547233771903
311,18,33b.sql,60.439,3826.012,5283902462801916534
312,18,33c.sql,63.871,3992.51,7696886476226925320
313,18,3a.sql,303.258,10.785,-4964681019064054343
314,18,3b.sql,211.321,10.017,2686551532437100503
315,18,3c.sql,477.451,11.273,-4267429084482334961
316,18,4a.sql,175.026,11.161,-6925252347296079652
317,18,4b.sql,151.605,10.453,-6925252347296079652
318,18,4c.sql,259.266,11.111,-6925252347296079652
319,18,5a.sql,544.656,12.973,-4875630082272532892
320,18,5b.sql,491.619,13.357,7799030661291734910
321,18,5c.sql,633.742,13.503,6287524160215096911
322,18,6a.sql,51.691,11.15,-1270565685357017756
323,18,6b.sql,324.076,11.627,5330016273682105912
324,18,6c.sql,27.057,11.042,-1270565685357017756
325,18,6d.sql,6134.701,11.138,5330016273682105912
326,18,6e.sql,44.341,10.872,-1270565685357017756
327,18,6f.sql,6175.729,10.797,9034840740838305022
328,18,7a.sql,1906.319,70.711,5731597360962035638
329,18,7b.sql,387.972,60.459,-5119135715290730827
330,18,7c.sql,5764.561,63.135,-767513669091434600
331,18,8a.sql,3166.903,35.137,-5383241493793754728
332,18,8b.sql,272.183,38.477,-7648844854832005228
333,18,8c.sql,14443.661,27.068,7828965998619474049
334,18,8d.sql,6066.683,26.26,7828965998619474049
335,18,9a.sql,1074.637,71.425,9182348733289197053
336,18,9b.sql,4120.316,66.156,759743340442407318
337,18,9c.sql,1656.318,63.828,-3495764495604230484
338,18,9d.sql,11181.748,57.593,-3970444003182879231
