Query Number,Query Name,Execution Time,Plan time,Query hash
10,10a.sql,465.176,29.275,-4409698924550295459
10,10b.sql,212.629,26.335,2327673058233797615
10,10c.sql,22111.923,23.600,8860988427713565746
10,11a.sql,60.998,58.024,-8745628810626288278
10,11b.sql,38.839,55.831,-9046130082131908017
10,11c.sql,233.358,51.820,754561138292963678
10,11d.sql,264.758,51.815,-8853227751184510813
10,12a.sql,705.755,54.184,9049250486687881135
10,12b.sql,291.475,49.269,7111231359014454640
10,12c.sql,3056.790,54.501,5327500320564300865
10,13a.sql,1764.673,77.313,6101368897808108968
10,13b.sql,652.642,82.159,7105818783943848525
10,13c.sql,538.383,84.533,7105818783943848525
10,13d.sql,7266.906,78.042,-5885625972757298871
10,14a.sql,471.027,51.862,-6310738669154799660
10,14b.sql,239.239,54.949,7430954541387508965
10,14c.sql,802.366,49.964,-8051795807640054913
10,15a.sql,1075.453,121.565,1799237188439200003
10,15b.sql,63.986,123.773,-6016190586237425744
10,15c.sql,5031.498,119.589,-640293413413794320
10,15d.sql,4432.817,114.256,4581372305138760671
10,16a.sql,530.855,52.633,-1158816798049620833
10,16b.sql,14585.358,46.445,-2478965080048270031
10,16c.sql,3327.871,47.549,-5535901023995551278
10,16d.sql,4272.487,50.746,-1158816798049620833
10,17a.sql,6685.400,27.821,6019781246931083125
10,17b.sql,4058.116,25.462,7687882978329045374
10,17c.sql,3540.847,25.731,7687882978329045374
10,17d.sql,3721.455,26.034,-3809785603362132151
10,17e.sql,10976.191,50.224,-2972937597942960473
10,17f.sql,7891.888,26.782,-3809785603362132151
10,18a.sql,2001.497,49.942,-8570358269772166685
10,18b.sql,580.556,36.813,-1890080522291186125
10,18c.sql,12331.851,33.411,4621617272025517643
10,19a.sql,933.141,262.758,3261834294741233279
10,19b.sql,516.297,234.868,7204209839780818952
10,19c.sql,1717.918,236.826,-7738028735347059107
10,19d.sql,27727.190,209.543,5267282279652319986
10,1a.sql,313.015,12.113,-8455555668018032942
10,1b.sql,315.503,11.215,-5913694868169903349
10,1c.sql,301.011,11.785,4846285409507673210
10,1d.sql,294.730,10.956,-4294522389920564102
10,20a.sql,5285.404,149.432,3042830198267909074
10,20b.sql,6215.793,146.025,-3458609441065762063
10,20c.sql,7701.523,137.747,2558748867405111050
10,21a.sql,76.684,137.450,-1630088287367505151
10,21b.sql,79.603,127.138,6350469962105744477
10,21c.sql,71.871,133.957,2684397743657735043
10,22a.sql,1042.361,323.935,-8852217324911197084
10,22b.sql,423.387,318.234,-8852217324911197084
10,22c.sql,4227.960,318.227,3330700635734281186
10,22d.sql,2421.764,318.452,8297872767581952856
10,23a.sql,288.250,298.024,1619127084338010792
10,23b.sql,104.184,300.965,-5259407748332317606
10,23c.sql,480.885,298.531,-1124127336827367041
10,24a.sql,316.773,3558.903,2280384413821366706
10,24b.sql,140.211,3653.833,-1794083932540499185
