Query Number,Query Name,Execution Time,Plan time,Query hash
2373,19,10a.sql,535.089,32.043,-4409698924550295459
2374,19,10b.sql,232.644,28.064,2327673058233797615
2375,19,10c.sql,23545.912,27.447,8860988427713565746
2376,19,11a.sql,88.291,59.509,-8745628810626288278
1218,19,11b.sql,35.803,51.755,-9046130082131908017
2378,19,11c.sql,269.75,53.278,754561138292963678
1219,19,11d.sql,247.056,46.123,-8853227751184510813
2380,19,12a.sql,757.829,58.808,9049250486687881135
2381,19,12b.sql,301.582,53.435,7111231359014454640
2382,19,12c.sql,3264.262,57.858,5327500320564300865
2383,19,13a.sql,2014.891,86.058,6101368897808108968
1220,19,13b.sql,549.129,77.354,7105818783943848525
1221,19,13c.sql,475.978,78.622,7105818783943848525
2386,19,13d.sql,8135.871,82.221,-5885625972757298871
2387,19,14a.sql,544.826,56.075,-6310738669154799660
2388,19,14b.sql,264.954,58.816,7430954541387508965
2389,19,14c.sql,883.963,58.047,-8051795807640054913
2390,19,15a.sql,1175.763,139.085,1799237188439200003
2391,19,15b.sql,71.326,135.708,-6016190586237425744
2392,19,15c.sql,5221.998,125.854,-640293413413794320
2393,19,15d.sql,4703.564,121.098,4581372305138760671
2394,19,16a.sql,543.982,54.604,-1158816798049620833
2395,19,16b.sql,16394.186,48.664,-2478965080048270031
2396,19,16c.sql,3871.004,52.909,-5535901023995551278
2397,19,16d.sql,4303.318,54.345,-1158816798049620833
2398,19,17a.sql,7704.372,29.576,6019781246931083125
2399,19,17b.sql,4551.599,28.416,7687882978329045374
2400,19,17c.sql,4128.104,27.58,7687882978329045374
2401,19,17d.sql,4361.929,28.166,-3809785603362132151
2402,19,17e.sql,12233.227,29.152,-2972937597942960473
2403,19,17f.sql,8708.508,28.45,-3809785603362132151
2404,19,18a.sql,1936.719,33.82,-8570358269772166685
2405,19,18b.sql,634.506,36.573,-1890080522291186125
2406,19,18c.sql,13511.412,34.388,4621617272025517643
2407,19,19a.sql,967.449,281.532,3261834294741233279
2408,19,19b.sql,562.937,231.772,7204209839780818952
2409,19,19c.sql,1825.208,232.419,-7738028735347059107
2410,19,19d.sql,14458.146,233.269,5267282279652319986
2411,19,1a.sql,307.461,11.671,-8455555668018032942
2412,19,1b.sql,282.966,10.187,-5913694868169903349
2413,19,1c.sql,285.118,11.015,4846285409507673210
2414,19,1d.sql,282.599,10.534,-4294522389920564102
2415,19,20a.sql,5561.306,136.395,3042830198267909074
2416,19,20b.sql,1906.182,136.38,-3458609441065762063
2417,19,20c.sql,1063.007,132.215,2558748867405111050
2418,19,21a.sql,69.898,131.522,-1630088287367505151
2419,19,21b.sql,82.162,126.799,6350469962105744477
1222,19,21c.sql,57.019,117.305,2684397743657735043
2421,19,22a.sql,665.307,335.798,-8852217324911197084
2422,19,22b.sql,458.163,319.021,-8852217324911197084
2423,19,22c.sql,10452.142,311.475,3330700635734281186
1223,19,22d.sql,936.547,287.737,8297872767581952856
2425,19,23a.sql,293.343,294.32,1619127084338010792
2426,19,23b.sql,100.291,282.617,-5259407748332317606
2427,19,23c.sql,468.018,297.408,-1124127336827367041
2428,19,24a.sql,371.696,4000.264,2280384413821366706
2429,19,24b.sql,141.897,3698.353,-1794083932540499185
2430,19,25a.sql,3634.759,103.6,-4626995031345076698
2431,19,25b.sql,488.754,123.925,-4110854689441581467
2432,19,25c.sql,7874.306,109.232,-6027221776095257325
2433,19,26a.sql,552.67,3395.018,-5929401182124901517
2434,19,26b.sql,243.025,3088.322,8502155271907567164
2435,19,26c.sql,2038.123,2973.856,-7624179224219018171
1224,19,27a.sql,359.688,3156.12,1758072863970875987
2437,19,27b.sql,46.507,3444.675,-5510733515476627148
2438,19,27c.sql,851.834,3417.406,-4477816371804978596
1225,19,28a.sql,354.864,4380.545,4245832029459036970
2440,19,28b.sql,362.463,5369.213,-565328161990619398
2441,19,28c.sql,379.126,5021.842,-808880556807194591
2442,19,29a.sql,284.081,7791.787,-2799995183862506353
2443,19,29b.sql,56.996,7316.321,-1912819773082406463
2444,19,29c.sql,477.484,6784.911,6650214460147150979
2445,19,2a.sql,1032.491,10.216,4654868730068868057
2446,19,2b.sql,756.653,10.552,4654868730068868057
2447,19,2c.sql,50.282,10.147,4654868730068868057
2448,19,2d.sql,1419.774,10.366,4654868730068868057
2449,19,30a.sql,824.95,3688.601,3596309516107956315
2450,19,30b.sql,229.708,3950.646,2619358356542170316
2451,19,30c.sql,2392.403,3469.84,-5261930549591539248
2452,19,31a.sql,670.797,400.6,1975084072464202139
2453,19,31b.sql,83.689,417.937,8637167297044090375
2454,19,31c.sql,817.411,407.533,-8047523329439800675
2455,19,32a.sql,26.701,18.86,-8152767229854360977
2456,19,32b.sql,381.518,16.461,-8152767229854360977
2457,19,33a.sql,72.006,3982.486,1264440547233771903
2458,19,33b.sql,66.359,3813.724,5283902462801916534
2459,19,33c.sql,62.469,3968.198,7696886476226925320
2460,19,3a.sql,276.537,11.16,-4964681019064054343
2461,19,3b.sql,163.245,9.989,2686551532437100503
2462,19,3c.sql,477.255,10.814,-4267429084482334961
2463,19,4a.sql,176.528,10.836,-6925252347296079652
2464,19,4b.sql,152.384,10.671,-6925252347296079652
2465,19,4c.sql,256.997,10.873,-6925252347296079652
2466,19,5a.sql,599.194,12.836,-4875630082272532892
2467,19,5b.sql,484.838,13.514,7799030661291734910
2468,19,5c.sql,617.618,13.272,6287524160215096911
2469,19,6a.sql,50.537,10.776,-1270565685357017756
2470,19,6b.sql,323.37,11.383,5330016273682105912
2471,19,6c.sql,26.896,10.827,-1270565685357017756
2472,19,6d.sql,6031.971,10.973,5330016273682105912
2473,19,6e.sql,44.437,11.393,-1270565685357017756
2474,19,6f.sql,5579.707,10.883,9034840740838305022
2475,19,7a.sql,1903.178,63.984,5731597360962035638
2476,19,7b.sql,392.106,60.685,-5119135715290730827
2477,19,7c.sql,5554.306,62.88,-767513669091434600
2478,19,8a.sql,2892.949,33.387,-5383241493793754728
2479,19,8b.sql,267.32,39.103,-7648844854832005228
2480,19,8c.sql,13011.324,28.193,7828965998619474049
2481,19,8d.sql,5708.122,25.572,7828965998619474049
2482,19,9a.sql,1003.093,71.279,9182348733289197053
2483,19,9b.sql,4012.143,70.825,759743340442407318
2484,19,9c.sql,1671.688,62.864,-3495764495604230484
2485,19,9d.sql,11182.024,54.946,-3970444003182879231
