id,errdelta
7430954541387508965,0.03850817669777474
-3495764495604230484,0.03850817669777474
9182348733289197053,0.03850817669777474
7799030661291734910,0.07701635339554948
-1890080522291186125,0.04332169878499658
4621617272025517643,0.04332169878499658
-565328161990619398,0.02755595243948226
-5383241493793754728,0.04332169878499658
-6925252347296079652,0.058172774908000095
1758072863970875987,1.229248011353913
2327673058233797615,0.049510512897138946
-9046130082131908017,0.03465735902799726
-8853227751184510813,0.293194615036829
8860988427713565746,0.04077336356234972
8297872767581952856,0.3549705120655284
4245832029459036970,0.10483159060648393
-8570358269772166685,0.04332169878499658
-8455555668018032942,0.05331901388922656
2684397743657735043,0.03465735902799726
-4110854689441581467,0.03465735902799726
5330016273682105912,0.16874611303298048
6019781246931083125,0.048131763856004615
-3970444003182879231,0.043067414152395574
5283902462801916534,0.04200892003393608
-5119135715290730827,0.03465735902799726
-5885625972757298871,0.05442299586020458
-3809785603362132151,0.04366102192611964
4581372305138760671,0.03465735902799726
-6027221776095257325,0.03465735902799726
1799237188439200003,0.033007008598092635
-8047523329439800675,0.038080625757570645
-4477816371804978596,1.1946952986574009
7111231359014454640,0.03850817669777474
-4875630082272532892,0.07701635339554948
7687882978329045374,0.04373837820412751
-2799995183862506353,0.05990874782866536
5327500320564300865,0.03850817669777474
6350469962105744477,0.03150669002545206
6101368897808108968,0.03465735902799726
-4964681019064054343,0.06931471805599453
-4267429084482334961,0.06931471805599453
7828965998619474049,0.3854982976815384
-640293413413794320,0.033007008598092635
9034840740838305022,0.057762265046662105
1264440547233771903,0.02100446001696804
2619358356542170316,0.08553374289127574
2686551532437100503,0
2280384413821366706,0.02665950694461328
7696886476226925320,0.04332169878499658
-5510733515476627148,0.030891959223633848
6287524160215096911,0.057762265046662105
-1630088287367505151,0.03465735902799726
7105818783943848525,0.04811405820511047
-7624179224219018171,0.4232714188175052
-1158816798049620833,0.05756092544170735
-767513669091434600,0.03648143055578659
4846285409507673210,0.05331901388922656
3596309516107956315,0.02665950694461328
759743340442407318,0.03850817669777474
2558748867405111050,0.03629580437353505
754561138292963678,0.056330718025513406
-1794083932540499185,0.03524195122592904
-8152767229854360977,2.444575820221212
-8051795807640054913,0.03850817669777474
3042830198267909074,0.029828142984895886
7204209839780818952,0.030136833937388925
1975084072464202139,0.17879274595856895
8502155271907567164,0.39839147579512685
-8745628810626288278,0.03850817669777474
-4409698924550295459,0.04077336356234972
-4626995031345076698,0.03465735902799726
-3458609441065762063,0.03800630914884311
-7648844854832005228,0.04077336356234972
-5929401182124901517,0.03653853035447952
-7738028735347059107,0.03150669002545206
-2972937597942960473,0.04332169878499658
6650214460147150979,1.2540564940728207
-6310738669154799660,0.03850817669777474
-5913694868169903349,0.05331901388922656
3261834294741233279,0.03150669002545206
-1912819773082406463,0.016906028794145007
8637167297044090375,0.030163284967779123
-1270565685357017756,0.12314051480048277
-6016190586237425744,0.033007008598092635
4654868730068868057,0.5636573724962751
-4294522389920564102,0.05331901388922656
-5535901023995551278,0.03850817669777474
1619127084338010792,0.027725887222397813
3330700635734281186,0.045775512027837896
-5259407748332317606,0.027725887222397813
-1124127336827367041,0.02979692030328003
-5261930549591539248,0.02665950694461328
-808880556807194591,0.5693211891063241
-2478965080048270031,0.03850817669777474
9049250486687881135,0.03850817669777474
5267282279652319986,0.04424768844155015
-8852217324911197084,0.07646622633842691
5731597360962035638,0.03648143055578659
