Query Number,Query Name,Execution Time,Plan time,Query hash
3,10a.sql,435.069,28.325,-4409698924550295459
3,10b.sql,205.705,25.884,2327673058233797615
3,10c.sql,22329.752,25.119,8860988427713565746
3,11a.sql,65.323,57.762,-8745628810626288278
3,11b.sql,40.417,57.620,-9046130082131908017
3,11c.sql,5822.416,52.613,754561138292963678
3,11d.sql,372.560,54.935,-8853227751184510813
3,12a.sql,556.498,57.332,9049250486687881135
3,12b.sql,320.383,51.766,7111231359014454640
3,12c.sql,3762.830,57.932,5327500320564300865
3,13a.sql,2345.322,76.499,6101368897808108968
3,13b.sql,652.090,87.598,7105818783943848525
3,13c.sql,541.516,84.196,7105818783943848525
3,13d.sql,13273.020,76.836,-5885625972757298871
3,14a.sql,517.673,53.334,-6310738669154799660
3,14b.sql,242.751,52.401,7430954541387508965
3,14c.sql,989.244,53.266,-8051795807640054913
3,15a.sql,1212.728,123.018,1799237188439200003
3,15b.sql,57.067,124.298,-6016190586237425744
3,15c.sql,5038.773,116.810,-640293413413794320
3,15d.sql,4411.580,115.817,4581372305138760671
3,16a.sql,454.810,48.537,-1158816798049620833
3,16b.sql,111691.867,43.109,-2478965080048270031
3,16c.sql,10081.070,50.592,-5535901023995551278
3,16d.sql,7617.717,52.366,-1158816798049620833
3,17a.sql,20617.662,28.833,6019781246931083125
3,17b.sql,3918.691,27.889,7687882978329045374
3,17c.sql,3515.371,26.863,7687882978329045374
3,17d.sql,3768.282,27.345,-3809785603362132151
3,17e.sql,92548.711,27.493,-2972937597942960473
3,17f.sql,15034.645,27.140,-3809785603362132151
3,18a.sql,1787.508,31.913,-8570358269772166685
3,18b.sql,514.144,36.412,-1890080522291186125
3,18c.sql,17359.606,32.113,4621617272025517643
3,19a.sql,874.060,236.062,3261834294741233279
3,19b.sql,470.466,230.914,7204209839780818952
3,19c.sql,1439.493,230.628,-7738028735347059107
3,19d.sql,51884.961,204.414,5267282279652319986
3,1a.sql,293.628,11.135,-8455555668018032942
3,1b.sql,272.056,11.113,-5913694868169903349
3,1c.sql,278.493,11.386,4846285409507673210
3,1d.sql,274.925,10.221,-4294522389920564102
3,20a.sql,3138.512,134.589,3042830198267909074
3,20b.sql,1554.645,129.034,-3458609441065762063
3,20c.sql,893.234,120.242,2558748867405111050
3,21a.sql,289.437,117.550,-1630088287367505151
3,21b.sql,71.496,116.388,6350469962105744477
3,21c.sql,137.261,117.585,2684397743657735043
3,22a.sql,830.538,296.433,-8852217324911197084
3,22b.sql,417.302,295.781,-8852217324911197084
3,22c.sql,4517.854,301.554,3330700635734281186
3,22d.sql,9208.390,299.401,8297872767581952856
3,23a.sql,264.761,277.897,1619127084338010792
3,23b.sql,67.328,278.379,-5259407748332317606
3,23c.sql,447.790,283.996,-1124127336827367041
3,24a.sql,367.002,3427.001,2280384413821366706
3,24b.sql,131.475,3557.949,-1794083932540499185
3,25a.sql,3696.892,107.524,-4626995031345076698
3,25b.sql,471.157,106.466,-4110854689441581467
3,25c.sql,9680.951,108.065,-6027221776095257325
3,26a.sql,837.059,3066.354,-5929401182124901517
3,26b.sql,599.875,2895.415,8502155271907567164
3,26c.sql,4837.605,3023.590,-7624179224219018171
3,27a.sql,63.763,3302.424,1758072863970875987
3,27b.sql,58.239,3524.152,-5510733515476627148
3,27c.sql,114.413,3458.064,-4477816371804978596
3,28a.sql,5362.718,4666.520,4245832029459036970
3,28b.sql,199.894,4665.844,-565328161990619398
3,28c.sql,3347.110,4739.370,-808880556807194591
3,29a.sql,1581.627,6694.939,-2799995183862506353
3,29b.sql,52.805,7074.789,-1912819773082406463
3,29c.sql,960.218,6708.855,6650214460147150979
3,2a.sql,859.824,10.788,4654868730068868057
3,2b.sql,740.800,10.107,4654868730068868057
3,2c.sql,47.150,10.142,4654868730068868057
3,2d.sql,1379.376,9.986,4654868730068868057
3,30a.sql,3301.999,3668.248,3596309516107956315
3,30b.sql,4270.323,3913.589,2619358356542170316
3,30c.sql,2067.358,3551.339,-5261930549591539248
3,31a.sql,532.986,414.340,1975084072464202139
3,31b.sql,727.444,407.120,8637167297044090375
3,31c.sql,942.460,406.381,-8047523329439800675
3,32a.sql,25.363,18.309,-8152767229854360977
3,32b.sql,362.487,16.536,-8152767229854360977
3,33a.sql,62.823,3896.883,1264440547233771903
3,33b.sql,72.765,3896.343,5283902462801916534
3,33c.sql,67.314,3985.833,7696886476226925320
3,3a.sql,253.334,11.046,-4964681019064054343
3,3b.sql,160.735,10.119,2686551532437100503
3,3c.sql,472.936,11.335,-4267429084482334961
3,4a.sql,165.306,11.018,-6925252347296079652
3,4b.sql,147.312,10.737,-6925252347296079652
3,4c.sql,235.860,10.930,-6925252347296079652
3,5a.sql,500.118,12.939,-4875630082272532892
3,5b.sql,477.127,13.143,7799030661291734910
3,5c.sql,612.345,12.981,6287524160215096911
3,6a.sql,42.078,10.589,-1270565685357017756
3,6b.sql,297.495,11.201,5330016273682105912
3,6c.sql,26.389,10.393,-1270565685357017756
3,6d.sql,5377.984,11.056,5330016273682105912
3,6e.sql,41.831,10.737,-1270565685357017756
3,6f.sql,5455.453,10.493,9034840740838305022
3,7a.sql,1741.682,61.292,5731597360962035638
3,7b.sql,372.005,56.352,-5119135715290730827
3,7c.sql,14551.427,62.668,-767513669091434600
3,8a.sql,2731.061,33.249,-5383241493793754728
3,8b.sql,256.143,38.075,-7648844854832005228
3,8c.sql,13190.954,26.930,7828965998619474049
3,8d.sql,5942.747,28.095,7828965998619474049
3,9a.sql,950.365,70.020,9182348733289197053
3,9b.sql,873.031,67.129,759743340442407318
3,9c.sql,1651.908,62.984,-3495764495604230484
3,9d.sql,18865.334,60.829,-3970444003182879231
