Query Number,Query Name,Execution Time,Plan time,Query hash
10,10a.sql,256.684,26.481,-4409698924550295459
10,10b.sql,127.544,24.567,2327673058233797615
10,10c.sql,11268.636,24.184,8860988427713565746
10,11a.sql,51.574,56.084,-8745628810626288278
10,11b.sql,29.470,57.106,-9046130082131908017
10,11c.sql,221.579,52.344,754561138292963678
10,11d.sql,204.823,50.374,-8853227751184510813
10,12a.sql,326.688,55.556,9049250486687881135
10,12b.sql,159.827,51.958,7111231359014454640
10,12c.sql,1557.970,53.696,5327500320564300865
10,13a.sql,891.600,74.576,6101368897808108968
10,13b.sql,597.298,77.453,7105818783943848525
10,13c.sql,513.787,81.692,7105818783943848525
10,13d.sql,3528.914,73.182,-5885625972757298871
10,14a.sql,304.957,48.489,-6310738669154799660
10,14b.sql,222.218,50.020,7430954541387508965
10,14c.sql,512.742,48.172,-8051795807640054913
10,15a.sql,530.565,114.109,1799237188439200003
10,15b.sql,40.267,116.875,-6016190586237425744
10,15c.sql,2177.004,108.928,-640293413413794320
10,15d.sql,2204.663,104.391,4581372305138760671
10,16a.sql,460.024,46.266,-1158816798049620833
10,16b.sql,11534.661,44.237,-2478965080048270031
10,16c.sql,2943.924,44.908,-5535901023995551278
10,16d.sql,3944.124,47.400,-1158816798049620833
10,17a.sql,6034.123,26.632,6019781246931083125
10,17b.sql,3529.498,25.355,7687882978329045374
10,17c.sql,3288.375,26.198,7687882978329045374
10,17d.sql,3401.692,26.491,-3809785603362132151
10,17e.sql,9807.656,25.942,-2972937597942960473
10,17f.sql,7327.456,26.768,-3809785603362132151
10,18a.sql,865.461,32.837,-8570358269772166685
10,18b.sql,281.212,35.005,-1890080522291186125
10,18c.sql,6048.234,31.097,4621617272025517643
10,19a.sql,446.087,248.383,3261834294741233279
10,19b.sql,251.603,232.709,7204209839780818952
10,19c.sql,755.129,231.413,-7738028735347059107
10,19d.sql,9869.590,203.494,5267282279652319986
10,1a.sql,169.087,11.060,-8455555668018032942
10,1b.sql,151.515,10.477,-5913694868169903349
10,1c.sql,150.572,10.952,4846285409507673210
10,1d.sql,146.072,9.837,-4294522389920564102
10,20a.sql,2561.563,128.893,3042830198267909074
10,20b.sql,1030.757,127.669,-3458609441065762063
10,20c.sql,620.842,126.587,2558748867405111050
10,21a.sql,49.378,118.902,-1630088287367505151
10,21b.sql,63.753,138.000,6350469962105744477
10,21c.sql,56.636,138.708,2684397743657735043
10,22a.sql,444.665,317.792,-8852217324911197084
10,22b.sql,395.237,341.671,-8852217324911197084
10,22c.sql,747.595,307.210,3330700635734281186
10,22d.sql,723.201,307.825,8297872767581952856
10,23a.sql,167.019,284.162,1619127084338010792
10,23b.sql,63.793,316.705,-5259407748332317606
10,23c.sql,268.764,290.927,-1124127336827367041
10,24a.sql,330.335,3452.396,2280384413821366706
10,24b.sql,109.434,3736.825,-1794083932540499185
10,25a.sql,1990.637,118.424,-4626995031345076698
10,25b.sql,333.042,120.745,-4110854689441581467
10,25c.sql,5081.887,114.790,-6027221776095257325
10,26a.sql,705.316,3099.763,-5929401182124901517
10,26b.sql,176.905,2886.518,8502155271907567164
10,26c.sql,623.508,2793.733,-7624179224219018171
10,27a.sql,55.718,3540.594,1758072863970875987
10,27b.sql,44.294,3329.319,-5510733515476627148
10,27c.sql,373.970,3207.070,-4477816371804978596
10,28a.sql,454.461,4419.352,4245832029459036970
10,28b.sql,300.551,4376.704,-565328161990619398
10,28c.sql,206.841,4357.315,-808880556807194591
10,29a.sql,72.612,6491.399,-2799995183862506353
10,29b.sql,50.028,6596.886,-1912819773082406463
10,29c.sql,394.962,5958.294,6650214460147150979
10,2a.sql,797.577,9.520,4654868730068868057
10,2b.sql,717.368,9.883,4654868730068868057
10,2c.sql,34.006,13.931,4654868730068868057
10,2d.sql,1276.102,10.964,4654868730068868057
10,30a.sql,405.869,3282.271,3596309516107956315
10,30b.sql,122.750,3901.713,2619358356542170316
10,30c.sql,1108.339,3225.191,-5261930549591539248
10,31a.sql,269.701,411.479,1975084072464202139
10,31b.sql,53.580,414.805,8637167297044090375
10,31c.sql,320.746,378.564,-8047523329439800675
