Query Number,Query Name,Execution Time,Plan time,Query hash
11,10a.sql,229.881,24.534,-4409698924550295459
11,10b.sql,113.349,23.112,2327673058233797615
11,10c.sql,10372.367,21.706,8860988427713565746
11,11a.sql,46.963,50.976,-8745628810626288278
11,11b.sql,23.805,49.765,-9046130082131908017
11,11c.sql,205.403,45.929,754561138292963678
11,11d.sql,190.597,46.212,-8853227751184510813
11,12a.sql,254.321,50.273,9049250486687881135
11,12b.sql,136.955,45.336,7111231359014454640
11,12c.sql,1128.708,50.278,5327500320564300865
11,13a.sql,774.706,73.985,6101368897808108968
11,13b.sql,558.195,74.825,7105818783943848525
11,13c.sql,476.304,79.901,7105818783943848525
11,13d.sql,3255.338,71.961,-5885625972757298871
11,14a.sql,321.033,51.382,-6310738669154799660
11,14b.sql,237.333,54.256,7430954541387508965
11,14c.sql,501.494,48.269,-8051795807640054913
11,15a.sql,506.867,112.380,1799237188439200003
11,15b.sql,36.304,117.653,-6016190586237425744
11,15c.sql,2186.768,107.996,-640293413413794320
11,15d.sql,2180.018,105.709,4581372305138760671
11,16a.sql,471.824,49.878,-1158816798049620833
11,16b.sql,12223.580,43.733,-2478965080048270031
11,16c.sql,3191.744,46.650,-5535901023995551278
11,16d.sql,3873.591,46.286,-1158816798049620833
11,17a.sql,6121.064,26.130,6019781246931083125
11,17b.sql,3688.490,26.320,7687882978329045374
11,17c.sql,3495.142,26.760,7687882978329045374
11,17d.sql,3574.704,26.921,-3809785603362132151
11,17e.sql,9832.282,26.519,-2972937597942960473
11,17f.sql,7157.649,26.852,-3809785603362132151
11,18a.sql,774.326,31.935,-8570358269772166685
11,18b.sql,279.071,35.365,-1890080522291186125
11,18c.sql,6452.896,31.634,4621617272025517643
11,19a.sql,452.336,262.930,3261834294741233279
11,19b.sql,258.331,217.363,7204209839780818952
11,19c.sql,774.281,233.214,-7738028735347059107
11,19d.sql,9353.598,211.395,5267282279652319986
11,1a.sql,155.355,10.386,-8455555668018032942
11,1b.sql,134.393,9.818,-5913694868169903349
11,1c.sql,136.546,10.165,4846285409507673210
11,1d.sql,132.888,9.213,-4294522389920564102
11,20a.sql,2100.797,127.930,3042830198267909074
11,20b.sql,864.113,130.796,-3458609441065762063
11,20c.sql,536.120,120.749,2558748867405111050
11,21a.sql,41.244,116.698,-1630088287367505151
11,21b.sql,46.558,114.083,6350469962105744477
11,21c.sql,45.048,120.152,2684397743657735043
11,22a.sql,424.207,299.754,-8852217324911197084
11,22b.sql,312.448,304.575,-8852217324911197084
11,22c.sql,667.206,300.394,3330700635734281186
11,22d.sql,648.291,290.028,8297872767581952856
11,23a.sql,150.458,289.187,1619127084338010792
11,23b.sql,50.463,277.593,-5259407748332317606
11,23c.sql,233.517,289.401,-1124127336827367041
11,24a.sql,277.780,3628.432,2280384413821366706
11,24b.sql,106.808,3643.852,-1794083932540499185
11,25a.sql,2039.855,104.457,-4626995031345076698
11,25b.sql,317.283,105.751,-4110854689441581467
11,25c.sql,4953.230,105.633,-6027221776095257325
11,26a.sql,555.543,2921.098,-5929401182124901517
11,26b.sql,171.151,2757.942,8502155271907567164
11,26c.sql,635.396,2806.978,-7624179224219018171
11,27a.sql,41.945,3157.413,1758072863970875987
11,27b.sql,150.525,3130.062,-5510733515476627148
11,27c.sql,48.494,3067.018,-4477816371804978596
11,28a.sql,218.579,4460.685,4245832029459036970
11,28b.sql,196.903,4416.997,-565328161990619398
11,28c.sql,377.026,5112.150,-808880556807194591
11,29a.sql,90.521,7099.538,-2799995183862506353
11,29b.sql,33.487,6474.650,-1912819773082406463
11,29c.sql,223.352,6428.404,6650214460147150979
11,2a.sql,1095.340,10.030,4654868730068868057
11,2b.sql,758.191,9.933,4654868730068868057
11,2c.sql,29.775,10.239,4654868730068868057
11,2d.sql,1333.983,10.033,4654868730068868057
11,30a.sql,450.762,3500.991,3596309516107956315
11,30b.sql,107.575,3841.720,2619358356542170316
11,30c.sql,1191.669,3291.350,-5261930549591539248
11,31a.sql,248.105,382.397,1975084072464202139
11,31b.sql,49.476,372.447,8637167297044090375
11,31c.sql,314.847,383.720,-8047523329439800675
11,32a.sql,18.828,17.651,-8152767229854360977
11,32b.sql,327.838,16.019,-8152767229854360977
11,33a.sql,39.945,3797.137,1264440547233771903
11,33b.sql,31.139,3498.551,5283902462801916534
11,33c.sql,36.380,3580.872,7696886476226925320
11,3a.sql,224.915,9.961,-4964681019064054343
11,3b.sql,133.929,8.993,2686551532437100503
11,3c.sql,414.022,9.549,-4267429084482334961
11,4a.sql,155.062,9.611,-6925252347296079652
11,4b.sql,121.977,9.266,-6925252347296079652
11,4c.sql,219.843,9.590,-6925252347296079652
11,5a.sql,257.781,11.193,-4875630082272532892
11,5b.sql,225.893,11.473,7799030661291734910
11,5c.sql,285.721,11.907,6287524160215096911
11,6a.sql,42.944,9.464,-1270565685357017756
11,6b.sql,191.350,10.066,5330016273682105912
11,6c.sql,16.806,9.571,-1270565685357017756
11,6d.sql,4012.697,10.006,5330016273682105912
11,6e.sql,34.147,10.680,-1270565685357017756
11,6f.sql,3963.987,10.423,9034840740838305022
11,7a.sql,784.094,56.206,5731597360962035638
11,7b.sql,214.568,51.979,-5119135715290730827
11,7c.sql,2320.347,56.973,-767513669091434600
11,8a.sql,1404.051,31.751,-5383241493793754728
