Query Number,Query Name,Execution Time,Plan time,Query hash
2,10a.sql,254.274,11.075,-4409698924550295459
2,10b.sql,118.437,11.030,2327673058233797615
2,10c.sql,10251.025,10.570,8860988427713565746
2,11a.sql,87.672,24.038,-8745628810626288278
2,11b.sql,21.544,22.729,-9046130082131908017
2,11c.sql,295.883,23.996,754561138292963678
2,11d.sql,199.821,24.601,-8853227751184510813
2,12a.sql,410.194,21.287,9049250486687881135
2,12b.sql,137.285,20.863,7111231359014454640
2,12c.sql,1752.297,20.572,5327500320564300865
2,13a.sql,2737.330,30.709,6101368897808108968
2,13b.sql,1114.589,31.155,7105818783943848525
2,13c.sql,1098.727,29.875,7105818783943848525
2,13d.sql,10362.478,30.343,-5885625972757298871
2,14a.sql,333.642,20.257,-6310738669154799660
2,14b.sql,229.618,19.104,7430954541387508965
2,14c.sql,567.934,20.294,-8051795807640054913
2,15a.sql,608.464,58.257,1799237188439200003
2,15b.sql,46.214,55.702,-6016190586237425744
2,15c.sql,1973.751,55.057,-640293413413794320
2,15d.sql,2354.378,66.943,4581372305138760671
2,16a.sql,502.780,26.116,-1158816798049620833
2,16b.sql,51709.317,23.864,-2478965080048270031
2,16c.sql,4816.988,29.426,-5535901023995551278
2,16d.sql,3944.601,25.378,-1158816798049620833
2,17a.sql,32981.388,16.115,6019781246931083125
2,17b.sql,14438.686,15.592,7687882978329045374
2,17c.sql,12464.287,15.007,7687882978329045374
2,17d.sql,13047.037,15.957,-3809785603362132151
2,17e.sql,31194.794,14.241,-2972937597942960473
2,17f.sql,21751.690,15.894,-3809785603362132151
2,18a.sql,5217.534,14.118,-8570358269772166685
2,18b.sql,278.163,14.738,-1890080522291186125
2,18c.sql,5242.938,13.164,4621617272025517643
2,19a.sql,4631.907,78.304,3261834294741233279
2,19b.sql,698.427,66.738,7204209839780818952
2,19c.sql,738.923,85.667,-7738028735347059107
2,19d.sql,24538.285,88.765,5267282279652319986
2,1a.sql,146.952,5.757,-8455555668018032942
2,1b.sql,137.963,5.334,-5913694868169903349
2,1c.sql,146.517,5.420,4846285409507673210
2,1d.sql,136.612,5.171,-4294522389920564102
2,20a.sql,3778.823,50.962,3042830198267909074
2,20b.sql,1759.117,46.917,-3458609441065762063
2,20c.sql,1103.811,50.169,2558748867405111050
2,21a.sql,239.282,62.523,-1630088287367505151
2,21b.sql,62.915,55.830,6350469962105744477
2,21c.sql,99.868,56.805,2684397743657735043
2,22a.sql,630.115,129.820,-8852217324911197084
2,22b.sql,335.905,117.054,-8852217324911197084
2,22c.sql,2278.040,118.450,3330700635734281186
2,22d.sql,4194.540,125.952,8297872767581952856
2,23a.sql,152.504,119.410,1619127084338010792
2,23b.sql,74.155,120.293,-5259407748332317606
2,23c.sql,241.807,127.198,-1124127336827367041
2,24a.sql,295.491,251.720,2280384413821366706
2,24b.sql,199.722,229.339,-1794083932540499185
2,25a.sql,3351.096,45.286,-4626995031345076698
2,25b.sql,330.685,41.682,-4110854689441581467
2,25c.sql,5520.530,43.739,-6027221776095257325
2,26a.sql,1101.007,227.938,-5929401182124901517
2,26b.sql,630.981,224.842,8502155271907567164
2,26c.sql,4858.490,232.600,-7624179224219018171
2,27a.sql,81.285,248.926,1758072863970875987
2,27b.sql,33.041,243.292,-5510733515476627148
2,27c.sql,126.269,253.336,-4477816371804978596
2,28a.sql,1282.371,283.028,4245832029459036970
2,28b.sql,267.750,277.769,-565328161990619398
2,28c.sql,1836.921,285.546,-808880556807194591
2,29a.sql,254.726,334.763,-2799995183862506353
2,29b.sql,26.788,321.730,-1912819773082406463
2,29c.sql,834.546,352.371,6650214460147150979
2,2a.sql,1702.407,5.846,4654868730068868057
2,2b.sql,1643.471,5.765,4654868730068868057
2,2c.sql,1527.501,5.815,4654868730068868057
2,2d.sql,1921.857,5.786,4654868730068868057
2,30a.sql,1904.127,239.903,3596309516107956315
2,30b.sql,368.196,221.683,2619358356542170316
2,30c.sql,2017.585,237.482,-5261930549591539248
2,31a.sql,4623.634,171.021,1975084072464202139
2,31b.sql,399.191,144.572,8637167297044090375
2,31c.sql,7499.483,167.039,-8047523329439800675
2,32a.sql,20.036,11.573,-8152767229854360977
2,32b.sql,360.058,10.868,-8152767229854360977
2,33a.sql,26.400,272.714,1264440547233771903
2,33b.sql,26.245,265.634,5283902462801916534
2,33c.sql,28.969,287.359,7696886476226925320
2,3a.sql,222.435,7.526,-4964681019064054343
2,3b.sql,143.577,6.720,2686551532437100503
2,3c.sql,406.286,7.421,-4267429084482334961
2,4a.sql,194.103,5.897,-6925252347296079652
2,4b.sql,124.665,5.446,-6925252347296079652
2,4c.sql,214.950,5.728,-6925252347296079652
2,5a.sql,246.110,6.352,-4875630082272532892
2,5b.sql,232.763,6.584,7799030661291734910
2,5c.sql,290.026,6.550,6287524160215096911
2,6a.sql,39.277,6.040,-1270565685357017756
2,6b.sql,227.759,6.635,5330016273682105912
2,6c.sql,16.649,5.809,-1270565685357017756
2,6d.sql,3909.539,6.232,5330016273682105912
2,6e.sql,37.421,6.115,-1270565685357017756
2,6f.sql,4044.050,6.455,9034840740838305022
2,7a.sql,902.991,29.306,5731597360962035638
2,7b.sql,228.714,24.714,-5119135715290730827
2,7c.sql,5153.309,26.393,-767513669091434600
2,8a.sql,1445.522,13.057,-5383241493793754728
2,8b.sql,161.885,13.889,-7648844854832005228
2,8c.sql,9375.828,14.976,7828965998619474049
2,8d.sql,3161.547,13.686,7828965998619474049
2,9a.sql,4605.762,23.889,9182348733289197053
2,9b.sql,1534.444,21.604,759743340442407318
2,9c.sql,961.219,23.768,-3495764495604230484
2,9d.sql,11708.556,23.504,-3970444003182879231
