Query Number,Query Name,Execution Time,Plan time,Query hash
7,10a.sql,243.692,11.209,-4409698924550295459
7,10b.sql,124.896,10.873,2327673058233797615
7,10c.sql,10438.046,10.872,8860988427713565746
7,11a.sql,86.397,24.043,-8745628810626288278
7,11b.sql,23.211,22.634,-9046130082131908017
7,11c.sql,287.848,27.430,754561138292963678
7,11d.sql,217.129,26.540,-8853227751184510813
7,12a.sql,476.946,24.317,9049250486687881135
7,12b.sql,171.789,21.002,7111231359014454640
7,12c.sql,1089.983,21.155,5327500320564300865
7,13a.sql,2730.857,30.665,6101368897808108968
7,13b.sql,1204.358,33.816,7105818783943848525
7,13c.sql,1176.482,31.076,7105818783943848525
7,13d.sql,11029.683,32.843,-5885625972757298871
7,14a.sql,379.448,22.791,-6310738669154799660
7,14b.sql,256.320,21.506,7430954541387508965
7,14c.sql,659.785,22.932,-8051795807640054913
7,15a.sql,619.288,59.137,1799237188439200003
7,15b.sql,49.003,57.644,-6016190586237425744
7,15c.sql,2088.042,59.498,-640293413413794320
7,15d.sql,2282.525,58.761,4581372305138760671
7,16a.sql,475.102,25.182,-1158816798049620833
7,16b.sql,54952.555,24.761,-2478965080048270031
7,16c.sql,4894.174,39.419,-5535901023995551278
7,16d.sql,3966.798,27.850,-1158816798049620833
7,17a.sql,32770.709,15.572,6019781246931083125
7,17b.sql,15095.291,15.351,7687882978329045374
7,17c.sql,13147.071,16.575,7687882978329045374
7,17d.sql,12745.810,16.782,-3809785603362132151
7,17e.sql,33582.064,15.176,-2972937597942960473
7,17f.sql,22732.619,15.618,-3809785603362132151
7,18a.sql,5185.155,14.056,-8570358269772166685
7,18b.sql,269.954,13.778,-1890080522291186125
7,18c.sql,5300.176,13.260,4621617272025517643
7,19a.sql,4592.572,77.663,3261834294741233279
7,19b.sql,766.760,67.437,7204209839780818952
7,19c.sql,753.281,82.950,-7738028735347059107
7,19d.sql,24728.421,80.899,5267282279652319986
7,1a.sql,171.055,6.030,-8455555668018032942
7,1b.sql,150.423,5.447,-5913694868169903349
7,1c.sql,158.014,5.622,4846285409507673210
7,1d.sql,147.298,5.663,-4294522389920564102
7,20a.sql,3643.897,54.551,3042830198267909074
7,20b.sql,1590.424,46.831,-3458609441065762063
7,20c.sql,1095.178,49.414,2558748867405111050
7,21a.sql,237.975,53.562,-1630088287367505151
7,21b.sql,55.370,52.597,6350469962105744477
7,21c.sql,99.705,54.240,2684397743657735043
7,22a.sql,629.905,122.083,-8852217324911197084
7,22b.sql,315.223,116.869,-8852217324911197084
7,22c.sql,2228.398,116.306,3330700635734281186
7,22d.sql,4198.410,123.520,8297872767581952856
7,23a.sql,150.877,122.253,1619127084338010792
7,23b.sql,70.937,114.041,-5259407748332317606
7,23c.sql,234.323,119.092,-1124127336827367041
7,24a.sql,294.329,247.856,2280384413821366706
7,24b.sql,203.669,246.630,-1794083932540499185
7,25a.sql,3243.305,47.129,-4626995031345076698
7,25b.sql,260.019,42.695,-4110854689441581467
7,25c.sql,5616.836,44.412,-6027221776095257325
7,26a.sql,1111.171,236.765,-5929401182124901517
7,26b.sql,682.306,248.235,8502155271907567164
7,26c.sql,5374.430,257.152,-7624179224219018171
7,27a.sql,82.187,253.889,1758072863970875987
7,27b.sql,34.628,246.916,-5510733515476627148
7,27c.sql,122.341,259.000,-4477816371804978596
7,28a.sql,1308.423,285.638,4245832029459036970
7,28b.sql,297.473,277.585,-565328161990619398
7,28c.sql,2040.225,337.105,-808880556807194591
7,29a.sql,263.196,338.066,-2799995183862506353
7,29b.sql,30.889,328.618,-1912819773082406463
7,29c.sql,830.730,385.562,6650214460147150979
7,2a.sql,1772.744,6.866,4654868730068868057
7,2b.sql,1606.714,6.058,4654868730068868057
7,2c.sql,1644.769,6.540,4654868730068868057
7,2d.sql,1973.682,5.975,4654868730068868057
7,30a.sql,1947.356,240.889,3596309516107956315
7,30b.sql,371.669,223.283,2619358356542170316
7,30c.sql,1928.228,240.736,-5261930549591539248
7,31a.sql,4554.718,174.318,1975084072464202139
7,31b.sql,394.479,140.457,8637167297044090375
7,31c.sql,7430.247,167.313,-8047523329439800675
7,32a.sql,20.931,10.529,-8152767229854360977
7,32b.sql,392.503,10.270,-8152767229854360977
7,33a.sql,25.426,268.063,1264440547233771903
7,33b.sql,30.730,262.171,5283902462801916534
7,33c.sql,26.770,292.255,7696886476226925320
7,3a.sql,251.484,8.071,-4964681019064054343
7,3b.sql,153.287,7.390,2686551532437100503
7,3c.sql,454.731,7.856,-4267429084482334961
7,4a.sql,198.696,5.661,-6925252347296079652
7,4b.sql,131.564,5.693,-6925252347296079652
7,4c.sql,215.484,5.652,-6925252347296079652
7,5a.sql,264.430,6.507,-4875630082272532892
7,5b.sql,242.767,6.444,7799030661291734910
7,5c.sql,297.078,6.500,6287524160215096911
7,6a.sql,43.009,6.107,-1270565685357017756
7,6b.sql,227.702,6.397,5330016273682105912
7,6c.sql,17.964,5.773,-1270565685357017756
7,6d.sql,3836.396,6.260,5330016273682105912
7,6e.sql,37.147,5.954,-1270565685357017756
7,6f.sql,4064.195,6.283,9034840740838305022
7,7a.sql,647.610,25.051,5731597360962035638
7,7b.sql,231.943,25.602,-5119135715290730827
7,7c.sql,5047.083,27.908,-767513669091434600
7,8a.sql,1384.074,14.474,-5383241493793754728
7,8b.sql,166.839,14.283,-7648844854832005228
7,8c.sql,9100.322,14.798,7828965998619474049
7,8d.sql,3179.468,13.355,7828965998619474049
7,9a.sql,3887.269,22.662,9182348733289197053
7,9b.sql,1532.801,21.922,759743340442407318
7,9c.sql,786.851,24.232,-3495764495604230484
7,9d.sql,11742.510,23.455,-3970444003182879231
