queryid,execution_time_with_aqo,execution_time_without_aqo,planning_time_with_aqo,planning_time_without_aqo,cardinality_error_with_aqo,cardinality_error_without_aqo,executions_with_aqo,executions_without_aqo
2327673058233797615,"{0.216419653,0.196169721,0.198564776,0.205164784,0.200932197,0.22735841,0.183095976,0.220953276,0.226708233,0.113271004,0.112155999,0.113610015,0.114194226,0.131571354,0.118932467,0.119980842,0.113921315,0.112824758,0.112199128}","{0.133348038,0.132100548,0.119005365,0.12363806,0.135160497,0.125019237,0.121972804,0.125479915,0.129015078,0.122739184,0.12312031,0.122806626,0.132939477,0.122713599,0.128700246}","{0.024215036,0.025451463,0.025044198,0.026714825,0.024739181,0.025676995,0.022871729,0.027173247,0.038207544,0.026853412,0.023063011,0.022879688,0.024464064,0.028568019,0.023203299,0.023660542,0.023081295,0.022769204,0.022369063}","{0.012017703,0.013325878,0.010942681,0.010780414,0.011381142,0.011796704,0.01095296,0.010795449,0.011380301,0.011022258,0.011071412,0.010969862,0.011524702,0.010820679,0.011832176}","{0.049510512897138946,0.049510512897138946,0.049510512897138946,0.049510512897138946,0.049510512897138946,0.049510512897138946,0.049510512897138946,0.049510512897138946,0.049510512897138946,0.02088723435586163,0.02088723435586163,0.02088723435586163,0.02088723435586163,0.02088723435586163,0.02088723435586163,0.02088723435586163,0.02088723435586163,0.02088723435586163,0.02088723435586163}","{1.1891006824479324,1.1658929623279857,1.1658929623279857,1.1658929623279857,1.1658929623279857,1.1658929623279857,1.1658929623279857,1.1658929623279857,1.1658929623279857,1.1658929623279857,1.1658929623279857,1.1658929623279857,1.1658929623279857,1.1658929623279857,1.1658929623279857}",50,15
-9046130082131908017,"{0.04304634,0.039186882,0.037520211,0.036279707,0.034827957,0.035626045,0.034974987,0.034810368,0.036432585,0.025336647,0.023347326,0.023558562,0.023489701,0.026830873,0.024018449,0.023740582,0.0244679,0.023341029,0.02345656}","{0.02748808,0.027898101,0.022136864,0.023966307,0.024672756,0.025962944,0.025798921,0.023795772,0.024679233,0.023122611,0.023740344,0.02633621,0.025767408,0.023436945,0.025269318}","{0.054828796,0.054940848,0.053825581,0.051731014,0.051252423,0.053071087,0.051252994,0.053292877,0.051851752,0.056710366,0.050075003,0.050590843,0.050671994,0.055733037,0.051226646,0.053311781,0.049739758,0.050433856,0.052592991}","{0.022976012,0.022494851,0.022645189,0.022566718,0.023866236,0.024113242,0.023869122,0.022565359,0.023214471,0.022529423,0.022834794,0.023641194,0.02516416,0.022738649,0.024280097}","{0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.011157177565710486,0.011157177565710486,0.011157177565710486,0.011157177565710486,0.011157177565710486,0.011157177565710486,0.011157177565710486,0.011157177565710486,0.011157177565710486,0.011157177565710486}","{0.6116455305303079,0.6955574220423808,0.6955574220423808,0.6955574220423808,0.6955574220423808,0.6955574220423808,0.6955574220423808,0.6955574220423808,0.6955574220423808,0.6955574220423808,0.6955574220423808,0.6955574220423808,0.6955574220423808,0.6955574220423808,0.6955574220423808}",63,15
-8853227751184510813,"{0.264068222,0.264748793,0.252574566,0.247443025,0.235878307,0.247354729,0.233391525,0.236499648,0.240524689,0.193976994,0.189792012,0.18976654,0.189780878,0.216594594,0.190610795,0.192339342,0.191219522,0.18962942,0.192683502}","{0.206304698,0.214929794,0.200430771,0.203659986,0.214445425,0.224709542,0.216212808,0.217804305,0.20366161,0.203757305,0.206917518,0.225619993,0.226728974,0.210309249,0.2297895}","{0.053716214,0.05223654,0.047803282,0.046093087,0.046885489,0.04821494,0.04605445,0.053495904,0.047191282,0.046344635,0.046914862,0.045285984,0.045727011,0.054282954,0.046406394,0.046241049,0.046181841,0.045088799,0.046240405}","{0.028052961,0.024833476,0.024532881,0.024845677,0.026612374,0.02979016,0.02694666,0.026467539,0.024801384,0.025008111,0.025089091,0.027928647,0.027823535,0.025769952,0.027055807}","{0.293194615036829,0.293194615036829,0.293194615036829,0.293194615036829,0.293194615036829,0.293194615036829,0.293194615036829,0.293194615036829,0.293194615036829,0.26901923181929743,0.26901923181929743,0.26901923181929743,0.26901923181929743,0.26901923181929743,0.26901923181929743,0.26901923181929743,0.26901923181929743,0.26901923181929743,0.26901923181929743}","{2.4416492243671324,2.4416492243671324,2.4416492243671324,2.4416492243671324,2.4416492243671324,2.4416492243671324,2.4416492243671324,2.4416492243671324,2.4416492243671324,2.4416492243671324,2.4416492243671324,2.4416492243671324,2.4416492243671324,2.4416492243671324,2.4416492243671324}",63,15
8860988427713565746,"{21.983924829,20.453710003,20.909350719,21.537679977,20.540878673,23.722159432,19.738149408,20.442602923,21.171102513,10.901421041,10.782660828,10.429349693,10.543410845,11.799453643,10.850746349,10.604010659,10.371318449,10.307566473,10.380127677}","{15.55332022,14.325851161,10.25075758,10.08962008,10.48105558,10.676953152,10.230172791,10.437610929,10.507916145,10.159179339,10.068513503,10.012794179,10.95152668,10.205161085,10.722972424}","{0.024686041,0.023178431,0.023591073,0.024192866,0.024119933,0.025185992,0.020969308,0.02490772,0.023960715,0.024621549,0.021849889,0.021485544,0.021149133,0.022443255,0.021733073,0.02198021,0.021674713,0.021582317,0.020599635}","{0.012077228,0.011625555,0.010494318,0.010412777,0.011580714,0.010575505,0.010642775,0.010782193,0.011273828,0.01048866,0.010836504,0.010531966,0.011606903,0.010457139,0.011371776}","{0.04077336356234972,0.04077336356234972,0.04077336356234972,0.04077336356234972,0.04077336356234972,0.04077336356234972,0.04077336356234972,0.04077336356234972,0.04077336356234972,0.029086543125978824,0.029086543125978824,0.029086543125978824,0.029086543125978824,0.029086543125978824,0.029086543125978824,0.029086543125978824,0.029086543125978824,0.029086543125978824,0.029086543125978824}","{1.9450001444162146,1.9414040467323208,1.9414040467323208,1.9414040467323208,1.9414040467323208,1.9414040467323208,1.9414040467323208,1.9414040467323208,1.9414040467323208,1.9414040467323208,1.9414040467323208,1.9414040467323208,1.9414040467323208,1.9414040467323208,1.9414040467323208}",50,15
8297872767581952856,"{0.98998992,1.110077992,0.997184362,0.936998264,0.934534675,0.958645305,0.954237844,0.946809492,0.974782169,0.642899534,0.64075371,0.710006807,0.63653001,0.63525917,0.653283792,0.66459168,0.649275904,0.632056112,0.677848133}","{4.537228118,4.195623464,4.290230142,4.145921471,4.50715335,4.176800587,4.199380771,4.119259891,4.416104334,4.136499816,4.495771196,4.273461927,4.352249493,4.137266111}","{0.305979176,0.327791685,0.29133086,0.28770476,0.291021161,0.304396159,0.292096886,0.29261329,0.290871183,0.290724001,0.296866141,0.302208877,0.29240547,0.286593998,0.288971615,0.290866917,0.289987062,0.289241962,0.289588071}","{0.136705995,0.125864585,0.12364636,0.123447388,0.133990221,0.127712228,0.123427633,0.131356791,0.13351832,0.123267416,0.131649777,0.12870177,0.124122473,0.123072888}","{0.028881132523331052,0.028881132523331052,0.028881132523331052,0.028881132523331052,0.028881132523331052,0.028881132523331052,0.028881132523331052,0.028881132523331052,0.028881132523331052,0.014207393761947231,0.014207393761947231,0.014207393761947231,0.014207393761947231,0.014207393761947231,0.014207393761947231,0.014207393761947231,0.014207393761947231,0.014207393761947231,0.014207393761947231}","{3.2539217710541113,3.2539217710541113,3.2539217710541113,3.2539217710541113,3.2539217710541113,3.2539217710541113,3.2539217710541113,3.2539217710541113,3.2539217710541113,3.2539217710541113,3.2539217710541113,3.2539217710541113,3.2539217710541113,3.2539217710541113}",77,14
4245832029459036970,"{0.366833009,0.402821279,0.364155206,0.355326937,0.363155782,0.377853451,0.868301396,0.377490964,0.357249241,0.252739175,0.228595899,0.237987861,0.268594677,0.260695398,0.246683541,0.233040506,0.219671559,0.249653162,0.232216821}","{1.428883378,1.28344374,1.331132746,1.490851813,1.426836746,1.448925833,1.309450172,1.294088714,1.323169222,1.30928395,1.370563301,1.367643646,1.479333542,1.296336926}","{4.354960372,4.853666,4.391797106,4.380515169,4.413265093,4.400575773,4.370540246,4.432148899,4.42821215,4.467329627,4.7662539,4.486395319,5.225957178,4.765313717,4.708330074,4.394369538,4.460647982,4.565682577,4.899239961}","{0.311850984,0.282937092,0.29119531,0.327866374,0.311105065,0.285885186,0.285563069,0.282900473,0.292121449,0.285529427,0.288559442,0.29567254,0.317844047,0.284314233}","{0.029793929200736546,0.029793929200736546,0.029793929200736546,0.029793929200736546,0.029793929200736546,0.029793929200736546,0.06323733282952938,0.029793929200736546,0.029793929200736546,0.01804797763167421,0.01804797763167421,0.01804797763167421,0.01804797763167421,0.01804797763167421,0.01804797763167421,0.01804797763167421,0.01804797763167421,0.01804797763167421,0.01804797763167421}","{2.898923201557696,2.898923201557696,2.898923201557696,2.898923201557696,2.898923201557696,2.898923201557696,2.898923201557696,2.898923201557696,2.898923201557696,2.898923201557696,2.898923201557696,2.898923201557696,2.898923201557696,2.898923201557696}",76,14
-8570358269772166685,"{1.572332763,1.229339888,1.795562489,1.220831202,1.655358044,1.746436776,1.432345948,1.54830025,1.442950628,0.852629605,0.784571215,0.704376921,0.835332571,0.758397112,0.747321293,0.750317582,0.775043374,0.699146602,0.785946669}","{5.299786345,5.218226668,5.089740972,5.098174412,5.119611402,5.552222415,5.185773461,5.064093194,5.20455168,5.211331954,5.130499104,5.343476986,5.822660799,5.507855409}","{0.029066765,0.030835458,0.03091424,0.026729598,0.028089061,0.03073482,0.027717402,0.026949867,0.029036528,0.034803956,0.029523032,0.028354156,0.038739446,0.028697831,0.031470636,0.028114134,0.031899061,0.02840566,0.029397169}","{0.016423885,0.014030523,0.015193812,0.014527195,0.013564683,0.015186495,0.013975228,0.013765155,0.013920492,0.013500548,0.013497547,0.01552413,0.015490855,0.014739492}","{0.04332169878499658,0.04332169878499658,0.04332169878499658,0.04332169878499658,0.04332169878499658,0.04332169878499658,0.04332169878499658,0.04332169878499658,0.04332169878499658,0.03053150026401034,0.03053150026401034,0.03053150026401034,0.03053150026401034,0.03053150026401034,0.03053150026401034,0.03053150026401034,0.03053150026401034,0.03053150026401034,0.03053150026401034}","{1.341368302307578,1.341368302307578,1.341368302307578,1.341368302307578,1.341368302307578,1.341368302307578,1.341368302307578,1.341368302307578,1.341368302307578,1.341368302307578,1.341368302307578,1.341368302307578,1.341368302307578,1.341368302307578}",49,14
-8455555668018032942,"{0.267354136,0.269849225,0.274105081,0.268348216,0.259469428,0.287647565,0.265239167,0.264758865,0.323718615,0.157383308,0.174296133,0.155838039,0.165416904,0.165617421,0.151211036,0.148585278,0.155856894,0.143623645,0.157372262}","{0.169457108,0.147340706,0.158237266,0.151939425,0.157138386,0.150698826,0.171565978,0.158816568,0.163755436,0.155634548,0.156487442,0.154783324,0.154763956,0.151433351}","{0.010202609,0.010572245,0.010052766,0.010261126,0.010008901,0.010252038,0.009911061,0.009962735,0.009936849,0.010696132,0.01067311,0.010871573,0.012379891,0.010590575,0.010699232,0.010069583,0.010361101,0.01003906,0.011023578}","{0.006149335,0.005672849,0.005972422,0.005851276,0.005568718,0.005735238,0.005940308,0.00584863,0.005823368,0.005687384,0.005853897,0.00570686,0.005753429,0.00584997}","{0.05331901388922656,0.05331901388922656,0.05331901388922656,0.05331901388922656,0.05331901388922656,0.05331901388922656,0.05331901388922656,0.05331901388922656,0.05331901388922656,0.017164888562631517,0.017164888562631517,0.017164888562631517,0.017164888562631517,0.017164888562631517,0.017164888562631517,0.017164888562631517,0.017164888562631517,0.017164888562631517,0.017164888562631517}","{0.5010024299009399,0.5010024299009399,0.5010024299009399,0.5010024299009399,0.5010024299009399,0.5010024299009399,0.5010024299009399,0.5010024299009399,0.5010024299009399,0.5010024299009399,0.5010024299009399,0.5010024299009399,0.5010024299009399,0.5010024299009399}",49,14
2684397743657735043,"{0.077393526,0.062403885,0.059606603,0.057444535,0.056180767,0.058159088,0.056958204,0.056889152,0.056460502,0.042049721,0.045231728,0.049357082,0.051526015,0.045220451,0.045301939,0.042736586,0.04579573,0.045275612,0.045787694}","{0.105186318,0.100471227,0.101148315,0.102507469,0.101138867,0.102553263,0.100315116,0.100307205,0.103680478,0.101313192,0.113896108,0.122320933,0.10049394,0.100358036}","{0.128251891,0.132578422,0.120698994,0.117272241,0.12233304,0.120449559,0.118355847,0.119985798,0.119742378,0.117955334,0.1172893,0.1338366,0.121740735,0.121533506,0.127817261,0.117864264,0.120119058,0.117183253,0.118515143}","{0.06038294,0.056716193,0.055590462,0.054845869,0.055444953,0.0565709,0.054168497,0.054608638,0.055231834,0.053861305,0.059447212,0.061403887,0.053660309,0.056334939}","{0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.020293057640836963,0.020293057640836963,0.020293057640836963,0.020293057640836963,0.020293057640836963,0.020293057640836963,0.020293057640836963,0.020293057640836963,0.020293057640836963,0.020293057640836963}","{2.514859056966448,2.514859056966448,2.514859056966448,2.514859056966448,2.514859056966448,2.514859056966448,2.514859056966448,2.514859056966448,2.514859056966448,2.514859056966448,2.514859056966448,2.514859056966448,2.514859056966448,2.514859056966448}",77,14
-4110854689441581467,"{0.450970612,0.440313851,0.4572681,0.430457,0.479529578,0.483143894,0.431493925,0.422156679,0.419865228,0.307267677,0.304387717,0.313923869,0.313261145,0.317297922,0.298304198,0.352915159,0.318097635,0.342536194,0.314612776}","{0.38070172,0.331383987,0.347650654,0.319447375,0.32940733,0.327248774,0.260706528,0.319043305,0.270237302,0.289204537,0.362918551,0.379407075,0.316368715,0.3146035}","{0.100293845,0.100604815,0.104774574,0.104642239,0.110209095,0.116036996,0.107255438,0.102629675,0.099472929,0.107485483,0.104220745,0.103146709,0.102914822,0.104077462,0.103494978,0.112870283,0.105714551,0.115397603,0.10607341}","{0.046997315,0.041593657,0.042049473,0.041441676,0.041415307,0.041801832,0.042605959,0.040758866,0.040648708,0.043311131,0.044946924,0.047234495,0.041227003,0.040576826}","{0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.011157982777038144,0.011157982777038144,0.011157982777038144,0.011157982777038144,0.011157982777038144,0.011157982777038144,0.011157982777038144,0.011157982777038144,0.011157982777038144,0.011157982777038144}","{0.7600419193192327,0.7600419193192327,0.7600419193192327,0.7600419193192327,0.7600419193192327,0.7600419193192327,0.7600419193192327,0.7600419193192327,0.7600419193192327,0.7600419193192327,0.7600419193192327,0.7600419193192327,0.7600419193192327,0.7600419193192327}",49,14
5330016273682105912,"{0.207325054,3.772044634,0.209127088,4.182130563,0.199957048,3.942994971,0.224579693,4.05447061,0.201142644,4.226299983,0.221563436,4.102637769,0.191822199,4.013311063,0.193329292,3.92799612,0.207150012,4.070789477,0.21840452}","{4.316091137,0.228416373,4.51061682,0.228149589,3.836899404,0.218785234,4.432021363,0.198232156,4.014144192,0.227626617,0,3.997623523,0.247943552,4.116444068,0.253224141,4.167287081,0.247128849,4.253787965,0.221020028}","{0.009725193,0.009874431,0.010074043,0.014236917,0.009916359,0.009834511,0.009794879,0.009845329,0.01020491,0.010885985,0.01074608,0.009995841,0.010031392,0.009978697,0.010220195,0.010074882,0.010308475,0.009799934,0.011392565}","{0.006750683,0.007460825,0.007011809,0.006312863,0.006182361,0.00685592,0.006831984,0.00628423,0.006035661,0.006136579,0,0.006065819,0.007054221,0.006993041,0.006915099,0.007238603,0.00680679,0.006459361,0.00596561}","{0.07787624994984932,0.18346220813112887,0.07787624994984932,0.18346220813112887,0.07787624994984932,0.18346220813112887,0.07787624994984932,0.18346220813112887,0.07787624994984932,0.18346220813112887,0.07787624994984932,0.18346220813112887,0.07787624994984932,0.18346220813112887,0.07787624994984932,0.18346220813112887,0.07787624994984932,0.18346220813112887,0.07787624994984932}","{2.360778612503669,1.8070997464728777,2.360778612503669,1.8070997464728777,2.360778612503669,1.8070997464728777,2.360778612503669,1.8070997464728777,2.360778612503669,1.8070997464728777,0,2.360778612503669,1.8070997464728777,2.360778612503669,1.8070997464728777,2.360778612503669,1.8070997464728777,2.360778612503669,1.8070997464728777}",112,28
6019781246931083125,"{5.902704949,5.618620077,5.777113817,5.424241317,5.438962369,5.915398563,5.918748744,5.937300704,7.763500828,5.985641135,5.790922191,6.179032388,6.009125802,6.188616081,5.830552936,5.953600606,6.121716871,6.590263703,5.735976065}","{41.156181965,32.981767089,30.159538307,30.117519879,30.514296559,31.159290934,32.771536231,31.40119269,31.234522452,30.73679476,30.753830089,32.18597345,32.042759774,32.160238918}","{0.026198763,0.02447693,0.027406192,0.025644477,0.024603851,0.02800409,0.028385606,0.026728688,0.028317827,0.024699973,0.024895666,0.025009578,0.02487947,0.024932874,0.026510052,0.024523957,0.02609988,0.027784562,0.025712691}","{0.015745008,0.016005811,0.014452818,0.013760462,0.013825055,0.013983885,0.015475908,0.013960206,0.014183576,0.014576695,0.01424111,0.015295439,0.014540052,0.024535845}","{0.04332169878499658,0.04332169878499658,0.04332169878499658,0.04332169878499658,0.04332169878499658,0.04332169878499658,0.04332169878499658,0.04332169878499658,0.04332169878499658,0.01817018277931512,0.01817018277931512,0.01817018277931512,0.01817018277931512,0.01817018277931512,0.01817018277931512,0.01817018277931512,0.01817018277931512,0.01817018277931512,0.01817018277931512}","{3.2396557747698305,3.2396557747698305,3.2396557747698305,3.2396557747698305,3.2396557747698305,3.2396557747698305,3.2396557747698305,3.2396557747698305,3.2396557747698305,3.2396557747698305,3.2396557747698305,3.2396557747698305,3.2396557747698305,3.2396557747698305}",65,14
-3970444003182879231,"{10.737996009,11.302827405,10.897754063,10.49544058,11.195545328,10.394911523,11.419233602,10.912948736,10.529730842,8.061238627,8.057723396,7.977432407,8.416927505,7.786570276,7.834532642,7.768002619,7.867881668,8.038377966,7.782197946}","{12.035030083,11.697586884,12.787765233,11.670861473,12.013713186,11.690986832,11.731496145,11.744746086,11.904579907,11.539083825,12.102365892,11.69167832,12.4792419,11.585238218}","{0.058055431,0.05920549,0.055663126,0.052130228,0.053895926,0.053154057,0.057825214,0.053081456,0.052168941,0.053562731,0.055358017,0.05358376,0.053672842,0.052828447,0.055516905,0.051866675,0.053313566,0.056132841,0.052398278}","{0.024375169,0.023425057,0.024972325,0.02288618,0.024292406,0.022957613,0.023375717,0.023522639,0.023075454,0.023255337,0.0230185,0.02285975,0.024135372,0.024056691}","{0.0386647069670228,0.03864907115453123,0.03863498415164359,0.038622321255006156,0.03861089624002536,0.03860064660456834,0.03859138651187935,0.03858305374793591,0.03857558618445919,0.012457485625437581,0.012457485625437581,0.012457485625437581,0.012457485625437581,0.012457485625437581,0.012457485625437581,0.012457485625437581,0.012457485625437581,0.012457485625437581,0.012457485625437581}","{1.1731060178462702,1.1731060178462702,1.1731060178462702,1.1731060178462702,1.1731060178462702,1.1731060178462702,1.1731060178462702,1.1731060178462702,1.1731060178462702,1.1731060178462702,1.1731060178462702,1.1731060178462702,1.1731060178462702,1.1731060178462702}",49,14
5283902462801916534,"{0.057381517,0.066862923,0.057236951,0.06099515,0.055120874,0.057866194,0.052375569,0.052016874,0.060108248,0.03508761,0.035367141,0.03502144,0.032438312,0.03360504,0.033677863,0.043280889,0.032124492,0.034865301,0.033655035}","{0.031845631,0.027292023,0.028868387,0.025225284,0.027520523,0.028375444,0.031771678,0.02666275,0.026167255,0.025917253,0.030255486,0.027982718,0.028452107,0.025790668}","{3.83031641,3.743159833,3.709016553,3.34309932,3.346068182,3.344812621,3.383704647,3.387760158,3.377642089,3.350499136,3.692019619,3.52587194,3.449798905,3.558412906,3.66207409,3.911550449,3.498520646,3.715142514,3.758557266}","{0.292925084,0.265540619,0.285156214,0.261571451,0.281284084,0.267180818,0.262083074,0.259945527,0.258886197,0.259669581,0.294980811,0.259504331,0.274233594,0.259447646}","{0.013079519616392404,0.033291281474791205,0.013079519616392404,0.033291281474791205,0.013079519616392404,0.033291281474791205,0.013079519616392404,0.013079519616392404,0.033291281474791205,0.02534213725352328,0.02534213725352328,0.02534213725352328,0.02534213725352328,0.02534213725352328,0.02534213725352328,0.02534213725352328,0.02534213725352328,0.02534213725352328,0.02534213725352328}","{0.34871751757160085,0.34871751757160085,0.34871751757160085,0.34871751757160085,0.34871751757160085,0.34871751757160085,0.34871751757160085,0.34871751757160085,0.34871751757160085,0.34871751757160085,0.34871751757160085,0.34871751757160085,0.34871751757160085,0.34871751757160085}",49,14
-5119135715290730827,"{0.341725403,0.357340671,0.34684561,0.331049521,0.323967705,0.320421053,0.355485443,0.399870457,0.330675224,0.199650693,0.21232357,0.222134412,0.233463493,0.219318024,0.204542366,0.219120298,0.215250352,0.20873842,0.214803474}","{0.253942268,0.22945798,0.229574523,0.227508551,0.249112886,0.225356474,0.232580496,0.216692569,0.20934239,0.224923016,0.25002815,0.233936733,0.24915958,0.25644295}","{0.055107714,0.05865785,0.05483242,0.052391225,0.051035095,0.05007082,0.056082999,0.082571164,0.049900576,0.050862574,0.051591707,0.053015531,0.051372824,0.054556933,0.052929835,0.053048705,0.051941364,0.055541722,0.052219875}","{0.026576266,0.024638819,0.025404384,0.023046579,0.024808776,0.022778637,0.025509925,0.023196558,0.022227753,0.02266307,0.025954331,0.023808439,0.02456871,0.025138319}","{0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.011276741215570363,0.011276741215570363,0.011276741215570363,0.011276741215570363,0.011276741215570363,0.011276741215570363,0.011276741215570363,0.011276741215570363,0.011276741215570363,0.011276741215570363}","{0.7912134069248488,0.7912134069248488,0.7912134069248488,0.7912134069248488,0.7912134069248488,0.7912134069248488,0.7912134069248488,0.7912134069248488,0.7912134069248488,0.7912134069248488,0.7912134069248488,0.7912134069248488,0.7912134069248488,0.7912134069248488}",49,14
-5885625972757298871,"{7.359687476,6.689759547,6.912223567,7.323543121,6.76232053,7.351044733,6.408066267,6.962512656,6.45628422,3.833717557,3.125174935,3.283689732,3.215707221,3.393224083,3.205672721,3.234994981,3.256381808,3.168692501,3.308499303}","{10.222071677,10.176268375,10.363195969,10.572986892,10.759433028,11.155101507,10.0824406,11.030469987,10.257472107,10.650559545,10.006079822,11.228260864,10.854385384,10.414480205,11.159952474}","{0.081193663,0.071603439,0.074091079,0.074495922,0.068850311,0.070486909,0.066344197,0.07114233,0.073459821,0.075480776,0.067949709,0.068399307,0.067959771,0.08750113,0.069165985,0.069606884,0.071922146,0.068880768,0.069280745}","{0.030851536,0.030451636,0.03025634,0.030125968,0.031593122,0.031021675,0.030668762,0.032746054,0.030584806,0.03119814,0.032312787,0.032099679,0.035559557,0.030573623,0.034138787}","{0.046070291627046275,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.011613630227299287,0.011613630227299287,0.011613630227299287,0.011613630227299287,0.011613630227299287,0.011613630227299287,0.011613630227299287,0.011613630227299287,0.011613630227299287,0.011613630227299287}","{2.6857807083174365,2.581740980937767,2.581740980937767,2.581740980937767,2.581740980937767,2.581740980937767,2.581740980937767,2.581740980937767,2.581740980937767,2.581740980937767,2.581740980937767,2.581740980937767,2.581740980937767,2.581740980937767,2.581740980937767}",49,15
-3809785603362132151,"{3.508534147,7.660598879,3.587216587,6.904315425,3.291860541,7.299563868,3.318507796,7.072989756,3.3988903,7.334440568,3.309979872,6.915926692,3.57525131,7.15837216,3.430736219,6.963265183,3.379210948,7.439159343,3.305664832}","{22.079940867,12.974024517,23.055800007,12.746211609,22.733000831,13.03728787,21.49026893,12.386134213,21.470500624,12.172440282,0,21.698907742,12.40556974,21.59799021,12.074373156,22.994409184,13.457095882,22.640573271,13.087765081}","{0.026578059,0.037532901,0.025718473,0.025152732,0.023758257,0.025056766,0.024255085,0.026553745,0.024771126,0.026283507,0.024755479,0.024007227,0.02688662,0.026821624,0.025987066,0.023848708,0.025830475,0.026415677,0.024282964}","{0.014102167,0.017164401,0.017078982,0.016654701,0.015522157,0.015609344,0.013912944,0.016339714,0.016377305,0.014159097,0,0.014439993,0.01429226,0.013881495,0.016489538,0.01555026,0.014264384,0.016010781,0.015365308}","{0.016314596936497464,0.028178874564599443,0.016314596936497464,0.028178874564599443,0.016314596936497464,0.028178874564599443,0.016314596936497464,0.028178874564599443,0.016314596936497464,0.028178874564599443,0.016314596936497464,0.028178874564599443,0.016314596936497464,0.028178874564599443,0.016314596936497464,0.028178874564599443,0.016314596936497464,0.028178874564599443,0.016314596936497464}","{3.269044066419472,3.753192861280957,3.269044066419472,3.753192861280957,3.269044066419472,3.753192861280957,3.269044066419472,3.753192861280957,3.269044066419472,3.753192861280957,0,3.269044066419472,3.753192861280957,3.269044066419472,3.753192861280957,3.269044066419472,3.753192861280957,3.269044066419472,3.753192861280957}",113,28
4581372305138760671,"{4.132124267,4.218009965,4.222973353,3.968915127,4.015141708,4.589686818,4.104941544,4.126843408,4.067400012,2.168768282,2.19820828,2.169594649,2.180212367,2.474784128,2.213979633,2.205016126,2.180898826,2.172675161,2.256184755}","{2.145568577,2.255322318,2.355126567,2.257930769,2.306120844,2.253759489,2.258184587,2.283268871,2.332578213,2.334262868,2.254109095,2.447697457,2.459967054,2.28641052,2.419622546}","{0.106187104,0.107300113,0.109027124,0.104419188,0.103580618,0.114531625,0.109281854,0.104576137,0.104465861,0.104632966,0.105085321,0.106504605,0.104276332,0.12874023,0.108016944,0.108124058,0.105670772,0.104305136,0.119125707}","{0.05635717,0.0565438,0.066847987,0.057807835,0.063651865,0.056242929,0.061390712,0.058665627,0.062334515,0.058596289,0.056896802,0.065543871,0.061679613,0.057960798,0.060682038}","{0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.016629357423492797,0.016629357423492797,0.016629357423492797,0.016629357423492797,0.016629357423492797,0.016629357423492797,0.016629357423492797,0.016629357423492797,0.016629357423492797,0.016629357423492797}","{0.9049785009285178,0.898863033660138,0.898863033660138,0.898863033660138,0.898863033660138,0.898863033660138,0.898863033660138,0.898863033660138,0.898863033660138,0.898863033660138,0.898863033660138,0.898863033660138,0.898863033660138,0.898863033660138,0.898863033660138}",49,15
-6027221776095257325,"{6.390694796,6.155017017,6.219731613,6.102647942,6.287212159,6.64907437,6.878336472,6.687598834,7.555517566,4.669466251,4.837316053,4.999331676,4.985106945,5.050501694,4.812290159,4.937442962,4.954367801,5.010959547,4.961796327}","{6.03983447,5.521414142,5.865169333,5.541823486,5.674220962,5.808295258,5.617857944,5.925356089,5.593940869,5.877136222,5.829414071,5.86513242,5.661406131,5.572020285}","{0.113083678,0.101163146,0.102001127,0.10156842,0.102103471,0.109989879,0.114427199,0.152048468,0.122449484,0.104368605,0.104624287,0.10543921,0.105421884,0.110306371,0.103787194,0.111138692,0.105587807,0.116864499,0.106436029}","{0.045956338,0.043641933,0.043577207,0.04308248,0.043411341,0.04362132,0.0443268,0.043093968,0.044360736,0.043608464,0.047999083,0.050832729,0.044192829,0.043410425}","{0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.02704215634955521,0.02704215634955521,0.02704215634955521,0.02704215634955521,0.02704215634955521,0.02704215634955521,0.02704215634955521,0.02704215634955521,0.02704215634955521,0.02704215634955521}","{3.3950722440981944,3.3950722440981944,3.3950722440981944,3.3950722440981944,3.3950722440981944,3.3950722440981944,3.3950722440981944,3.3950722440981944,3.3950722440981944,3.3950722440981944,3.3950722440981944,3.3950722440981944,3.3950722440981944,3.3950722440981944}",63,14
