queryid,execution_time_with_aqo,execution_time_without_aqo,planning_time_with_aqo,planning_time_without_aqo,cardinality_error_with_aqo,cardinality_error_without_aqo,executions_with_aqo,executions_without_aqo
8502155271907567164,"{0.179280681,0.195291004,0.212266539,0.210227793,0.205925801,0.22243467,0.23938945,0.215593865,0.211832886,0.187270456,0.188686116,0.192821984,0.202530287,0.21858976,0.18919381,0.183625065,0.172007581,0.208648092,0.211921503}","{0.598784601,0.631916052,0.593917722,0.584069873,0.639012345,0.619512701,0.683363971,0.584120558,0.619704148,0.621673852,0.611241625,0.630753815,0.625816661,0.615839045}","{2.667216682,2.886642735,2.879994295,2.737894727,2.69671978,2.830245626,2.863614199,2.667186905,2.654851946,2.922299875,2.806349828,2.714967519,3.092043755,2.979723799,2.763638411,2.71742872,2.757904005,2.952012482,2.75205864}","{0.243223219,0.224735111,0.225141865,0.228502113,0.244383817,0.227670459,0.248142484,0.222137196,0.229448163,0.227789064,0.244476167,0.224447537,0.238182338,0.224991837}","{0.02796585697371982,0.027760665107956276,0.0265724393608518,0.027353660605156486,0.02618211541327356,0.026085197346430854,0.0259885415750829,0.025796011266694455,0.02570013393202768,0.008849738806745127,0.008849738806745127,0.008849738806745127,0.008849738806745127,0.008849738806745127,0.008849738806745127,0.008849738806745127,0.008849738806745127,0.008849738806745127,0.008849738806745127}","{2.0274212707817596,2.0274212707817596,2.0274212707817596,2.0274212707817596,2.0274212707817596,2.0274212707817596,2.0274212707817596,2.0274212707817596,2.0274212707817596,2.0274212707817596,2.0274212707817596,2.0274212707817596,2.0274212707817596,2.0274212707817596}",49,14
-8745628810626288278,"{0.05286971,0.046168554,0.050792893,0.055299641,0.053668552,0.050607354,0.047781235,0.049800894,0.045188593,0.061037823,0.051646358,0.059406807,0.04459944,0.054948366,0.044993354,0.057979984,0.047501988,0.052940411,0.058157289}","{0.115687467,0.167910578,0.088199061,0.083644881,0.108379085,0.099869668,0.10165852,0.086960944,0.215796338,0.088449592,0.093710051,0.095013388,0.105999571,0.093817368,0.101439037}","{0.060262324,0.051031176,0.057351722,0.056008451,0.058970507,0.052285002,0.053571884,0.055189575,0.049554849,0.054429415,0.051060217,0.050965104,0.051008025,0.052376376,0.051566488,0.051121427,0.050946965,0.050507204,0.056206608}","{0.03282413,0.028798136,0.023959323,0.024797897,0.025496712,0.025050448,0.025967149,0.023957121,0.024785222,0.024099451,0.026407302,0.024508192,0.027806583,0.024424924,0.026067249}","{0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.04270553795558912,0.04270553795558912,0.04270553795558912,0.04270553795558912,0.04270553795558912,0.04270553795558912,0.04270553795558912,0.04270553795558912,0.04270553795558912,0.04270553795558912}","{1.101904849707049,2.2671671387862196,2.2671671387862196,2.2671671387862196,2.2671671387862196,2.2671671387862196,2.2671671387862196,2.2671671387862196,2.2671671387862196,2.2671671387862196,2.2671671387862196,2.2671671387862196,2.2671671387862196,2.2671671387862196,2.2671671387862196}",50,15
-4409698924550295459,"{0.481806429,0.396293169,0.421444767,0.449746793,0.444325362,0.496494397,0.380145603,0.408102337,0.525320288,0.309707458,0.282113618,0.233964372,0.279650132,0.280648658,0.233473483,0.25169298,0.230517043,0.237669516,0.229785246}","{5.077553523,1.666599917,0.254856147,0.255724733,0.261181938,0.243960771,0.267047786,0.244325185,0.230400043,0.268895024,0.242287699,0.234612164,0.27407272,0.254610032,0.242785443}","{0.028512142,0.028442737,0.041153291,0.029882224,0.028704036,0.02686119,0.02526682,0.025355869,0.034888706,0.030887499,0.024733961,0.02448087,0.025046256,0.024842528,0.0242909,0.024748406,0.024500166,0.024753524,0.025966359}","{0.03175968,0.014367145,0.01098581,0.011048552,0.011955563,0.012971716,0.011046334,0.011112463,0.011136839,0.011952256,0.011453162,0.011119199,0.011837733,0.011005078,0.012154474}","{0.04077336356234972,0.04077336356234972,0.04077336356234972,0.04077336356234972,0.04077336356234972,0.04077336356234972,0.04077336356234972,0.04077336356234972,0.04077336356234972,0.017457592359641838,0.017457592359641838,0.017457592359641838,0.017457592359641838,0.017457592359641838,0.017457592359641838,0.017457592359641838,0.017457592359641838,0.017457592359641838,0.017457592359641838}","{0.8146794720387913,0.7800668872444452,0.7800668872444452,0.7800668872444452,0.7800668872444452,0.7800668872444452,0.7800668872444452,0.7800668872444452,0.7800668872444452,0.7800668872444452,0.7800668872444452,0.7800668872444452,0.7800668872444452,0.7800668872444452,0.7800668872444452}",51,15
-4626995031345076698,"{2.962093033,3.022194954,3.318165387,3.098245094,3.059845258,3.527258217,2.924494716,3.054369793,2.984955264,1.800568831,2.017794686,1.965606404,1.918055925,2.118798824,2.062200958,2.22477211,2.040814378,2.200498661,2.05059957}","{4.127608652,3.351950128,3.377176804,3.063437069,3.343750905,3.222848456,3.244095094,3.266080631,3.387902207,3.3632045,3.407934131,4.013145936,3.522054997,3.195438268}","{0.100007312,0.101796026,0.113430337,0.109341962,0.099352389,0.111957037,0.098342074,0.099610031,0.09862498,0.100612225,0.101213314,0.103453655,0.104424421,0.108642858,0.100935143,0.109138568,0.104417411,0.108627924,0.100659375}","{0.046743877,0.045202621,0.044917128,0.04317505,0.045711232,0.042759888,0.047044406,0.042565214,0.043407771,0.043559167,0.045849079,0.04997441,0.045905928,0.042900687}","{0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.03465735902799726,0.01422454084380742,0.01422454084380742,0.01422454084380742,0.01422454084380742,0.01422454084380742,0.01422454084380742,0.01422454084380742,0.01422454084380742,0.01422454084380742,0.01422454084380742}","{3.2105890567028093,3.2105890567028093,3.2105890567028093,3.2105890567028093,3.2105890567028093,3.2105890567028093,3.2105890567028093,3.2105890567028093,3.2105890567028093,3.2105890567028093,3.2105890567028093,3.2105890567028093,3.2105890567028093,3.2105890567028093}",49,14
-3458609441065762063,"{1.6176217,1.527514074,1.622258869,1.492313378,1.510330749,1.60169698,1.594532685,1.629033058,1.880362056,0.899089045,0.905997262,0.96190405,0.984633179,0.905814021,0.907435166,0.872867389,0.865004967,0.875158454,0.910722549}","{1.68359137,1.76001699,1.683292031,1.565291503,1.635029227,1.741245909,1.59122357,1.624792271,1.605256203,1.68709474,1.752024594,1.688764246,1.758950685,1.657578259}","{0.136529002,0.126656769,0.135626503,0.124846453,0.124479398,0.12776356,0.130079199,0.139788904,0.156408912,0.131766278,0.125648885,0.128822799,0.150998248,0.131639886,0.12926202,0.126102078,0.130751992,0.125456665,0.127257021}","{0.048856879,0.046824126,0.046544869,0.04650689,0.050500204,0.047445791,0.046739425,0.047390187,0.049124623,0.046266734,0.053656855,0.046082942,0.046086864,0.047724641}","{0.030136833937388925,0.030136833937388925,0.030136833937388925,0.030136833937388925,0.030136833937388925,0.030136833937388925,0.030136833937388925,0.030136833937388925,0.030136833937388925,0.009754878651484944,0.009754878651484944,0.009754878651484944,0.009754878651484944,0.009754878651484944,0.009754878651484944,0.009754878651484944,0.009754878651484944,0.009754878651484944,0.009754878651484944}","{2.184852286129139,2.184852286129139,2.184852286129139,2.184852286129139,2.184852286129139,2.184852286129139,2.184852286129139,2.184852286129139,2.184852286129139,2.184852286129139,2.184852286129139,2.184852286129139,2.184852286129139,2.184852286129139}",64,14
-7648844854832005228,"{0.251983954,0.247786514,0.260151662,0.237725966,0.235138673,0.236677718,0.243333753,0.253315864,0.248374967,0.150369217,0.148168201,0.158816434,0.150154161,0.147155969,0.154844088,0.154897847,0.147398863,0.151951334,0.146684266}","{0.166445579,0.162453356,0.169577742,0.159727873,0.170104868,0.168619833,0.1674675,0.164850392,0.157873469,0.157690486,0.175024958,0.159302349,0.167807597,0.165259231}","{0.037138561,0.036033357,0.038646646,0.033500724,0.033818011,0.033903844,0.034790985,0.036806669,0.035855447,0.03602462,0.034351164,0.036323944,0.034169231,0.036086451,0.035036659,0.034002056,0.033860453,0.033697712,0.03379158}","{0.014365765,0.013804995,0.014004114,0.013198832,0.013924266,0.013556858,0.014178542,0.012923663,0.012754745,0.01335575,0.015168983,0.012984139,0.014220645,0.014047086}","{0.04077336356234972,0.04077336356234972,0.04077336356234972,0.04077336356234972,0.04077336356234972,0.04077336356234972,0.04077336356234972,0.04077336356234972,0.04077336356234972,0.026634267596732302,0.026634267596732302,0.026634267596732302,0.026634267596732302,0.026634267596732302,0.026634267596732302,0.026634267596732302,0.026634267596732302,0.026634267596732302,0.026634267596732302}","{1.1000205477339533,1.1000205477339533,1.1000205477339533,1.1000205477339533,1.1000205477339533,1.1000205477339533,1.1000205477339533,1.1000205477339533,1.1000205477339533,1.1000205477339533,1.1000205477339533,1.1000205477339533,1.1000205477339533,1.1000205477339533}",49,14
-5929401182124901517,"{0.557645039,0.590751502,0.647586956,0.614942224,0.582710669,0.597404178,0.600765161,0.554042466,0.565117687,0.606554138,0.592710342,0.597174457,0.630863472,0.663824703,0.56615936,0.577190127,0.556584929,0.610967882,0.548850284}","{1.141331525,1.102034448,1.110392128,1.166194831,1.260037874,1.238823826,1.112276763,1.15454813,1.160549838,1.231058925,1.190884962,1.196547147,1.097809361,1.134780213}","{2.891790761,2.766271794,2.972160365,2.956714549,2.840941707,2.955224534,3.102916912,2.760412062,2.823392434,3.025457749,2.883303897,2.963171205,3.044739004,3.103457333,2.88387262,2.889317793,2.921058481,3.24079375,2.871363938}","{0.244213845,0.227833032,0.231925434,0.231337482,0.2535513,0.228667741,0.236666804,0.228457595,0.234965718,0.233065262,0.258216445,0.231605135,0.231507951,0.231212066}","{0.02665950694461328,0.02665950694461328,0.02665950694461328,0.02665950694461328,0.02665950694461328,0.02665950694461328,0.02665950694461328,0.02665950694461328,0.02665950694461328,0.00862251769231904,0.00862251769231904,0.00862251769231904,0.00862251769231904,0.00862251769231904,0.00862251769231904,0.00862251769231904,0.00862251769231904,0.00862251769231904,0.00862251769231904}","{2.782801432253781,2.782801432253781,2.782801432253781,2.782801432253781,2.782801432253781,2.782801432253781,2.782801432253781,2.782801432253781,2.782801432253781,2.782801432253781,2.782801432253781,2.782801432253781,2.782801432253781,2.782801432253781}",49,14
-7738028735347059107,"{1.535809708,1.454118118,1.443159068,1.449184759,1.368165396,1.562621087,1.376153987,1.356082934,1.357847006,0.725755243,0.738853087,0.832925684,0.777883766,0.731709354,0.707077123,0.705707824,0.775157273,0.705511781,0.736558877}","{1.015439981,0.739710704,0.81057161,0.734733829,0.721980998,0.729552827,0.754061276,0.722763369,0.733582364,0.763555488,0.715800461,0.742611513,0.856230332,0.732533013}","{0.227817584,0.224441343,0.22117498,0.219055596,0.208799981,0.236792308,0.203650716,0.204734116,0.206749545,0.20740979,0.209819148,0.221702924,0.228565183,0.208896286,0.205024846,0.206651285,0.233179953,0.206336964,0.209216781}","{0.091511604,0.085574352,0.092790263,0.081517005,0.089192119,0.080298713,0.082873493,0.081343031,0.079854558,0.083067084,0.079232667,0.078808307,0.087774012,0.087328546}","{0.03150669002545206,0.03150669002545206,0.03150669002545206,0.03150669002545206,0.03150669002545206,0.03150669002545206,0.03150669002545206,0.03150669002545206,0.03150669002545206,0.01914001936551114,0.01914001936551114,0.01914001936551114,0.01914001936551114,0.01914001936551114,0.01914001936551114,0.01914001936551114,0.01914001936551114,0.01914001936551114,0.01914001936551114}","{1.6309737809772487,1.6309737809772487,1.6309737809772487,1.6309737809772487,1.6309737809772487,1.6309737809772487,1.6309737809772487,1.6309737809772487,1.6309737809772487,1.6309737809772487,1.6309737809772487,1.6309737809772487,1.6309737809772487,1.6309737809772487}",49,14
-2972937597942960473,"{10.786284513,10.780962656,10.831401429,10.107078282,10.193395406,10.558550751,9.790210686,9.93833352,9.843380623,9.349896645,11.246102686,10.151681776,9.839465249,9.644184016,10.198803957,9.383892464,9.833346515,9.356755754,9.950762833}","{32.713125399,31.195543071,32.415212247,30.984233563,30.758044962,33.237645686,33.582897969,31.287408872,30.490138427,30.805604386,30.851916212,30.308783749,31.967151575,34.539665529}","{0.027884097,0.026935497,0.024777499,0.024383684,0.024503411,0.026690144,0.024210013,0.024203016,0.024976323,0.024207187,0.027094468,0.025503785,0.024176013,0.025130418,0.028086917,0.024763593,0.026485283,0.027663313,0.027325719}","{0.015615763,0.014147858,0.01468087,0.014439926,0.014179447,0.015635539,0.015076905,0.0167894,0.014185961,0.014258522,0.013806273,0.013754589,0.015552349,0.015421347}","{0.04332169878499658,0.04332169878499658,0.04332169878499658,0.04332169878499658,0.04332169878499658,0.04332169878499658,0.04332169878499658,0.04332169878499658,0.04332169878499658,0.02209837566378707,0.02209837566378707,0.02209837566378707,0.02209837566378707,0.02209837566378707,0.02209837566378707,0.02209837566378707,0.02209837566378707,0.02209837566378707,0.02209837566378707}","{3.234027565228989,3.234027565228989,3.234027565228989,3.234027565228989,3.234027565228989,3.234027565228989,3.234027565228989,3.234027565228989,3.234027565228989,3.234027565228989,3.234027565228989,3.234027565228989,3.234027565228989,3.234027565228989}",49,14
6650214460147150979,"{0.525570043,1.750645497,2.457245233,0.336060293,0.341724967,0.360214196,0.351848761,0.783062684,0.336754808,0.200139954,0.215629493,0.234718072,0.20838972,0.234348965,0.24500401,0.220661446,0.224421683,0.202322698,0.242280149}","{0.912582487,0.835667284,0.833187527,0.888667494,0.90703137,0.864649698,0.83188627,0.825837197,0.834168498,0.847017529,0.889442754,0.921964283,0.927862987,0.871009697}","{6.433742342,6.200963875,6.69477779,6.4011791,5.908888564,5.845480409,6.343080727,6.178902745,6.064261476,5.950428548,6.276717154,6.587416121,6.149568024,6.534178734,6.269493214,6.713021828,6.428362126,6.095592986,7.154818166}","{0.393374693,0.352264487,0.359687655,0.37035894,0.394695891,0.381954073,0.38546189,0.355221754,0.360094718,0.355956485,0.38390667,0.38758127,0.410356139,0.354343787}","{0.606240959357299,0.9370752944320417,2.018233613007796,0.07435670326354829,0.7428248468035389,0.8183870337071231,0.06123415745756868,1.4663945163959358,0.05933860145207177,0.6183057642366695,0.6183057642366695,0.6183057642366695,0.6183057642366695,0.6183057642366695,0.6183057642366695,0.6183057642366695,0.6183057642366695,0.6183057642366695,0.6183057642366695}","{2.6771704072585285,2.6771704072585285,2.6771704072585285,2.6771704072585285,2.6771704072585285,2.6771704072585285,2.6771704072585285,2.6771704072585285,2.6771704072585285,2.6771704072585285,2.6771704072585285,2.6771704072585285,2.6771704072585285,2.6771704072585285}",49,14
-6310738669154799660,"{0.417837751,0.40736439,0.429945509,0.416431334,0.409659545,0.471795872,0.415721817,0.42064979,0.419839245,0.332875093,0.315481728,0.301461556,0.313296188,0.402376129,0.30445986,0.302783103,0.321665522,0.300865673,0.3492013}","{0.452630109,0.608404156,0.334252066,0.353378919,0.356603808,0.341093455,0.346678844,0.380109659,0.37092913,0.36404758,0.349434212,0.379372131,0.34849507,0.350104097,0.394662955}","{0.050425672,0.047838463,0.049454561,0.048933978,0.046937399,0.05554364,0.047658608,0.047774975,0.047874823,0.049306391,0.048355669,0.049782154,0.048613418,0.049664632,0.047684815,0.048152003,0.051341307,0.047925252,0.052981081}","{0.021876733,0.020513071,0.020165566,0.022127509,0.020397613,0.021832778,0.020616275,0.02269703,0.020416109,0.021487458,0.020488804,0.0204007,0.020345864,0.020571558,0.022932562}","{0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.020425628801953404,0.020425628801953404,0.020425628801953404,0.020425628801953404,0.020425628801953404,0.020425628801953404,0.020425628801953404,0.020425628801953404,0.020425628801953404,0.020425628801953404}","{2.3919651932192267,2.3919651932192267,2.3919651932192267,2.3919651932192267,2.3919651932192267,2.3919651932192267,2.3919651932192267,2.3919651932192267,2.3919651932192267,2.3919651932192267,2.3919651932192267,2.3919651932192267,2.3919651932192267,2.3919651932192267,2.3919651932192267}",49,15
-5913694868169903349,"{0.253606544,0.265662465,0.25949729,0.252137015,0.248347895,0.279881546,0.251580869,0.249632526,0.248328304,0.133648102,0.135110905,0.136986298,0.142755841,0.137215008,0.133629589,0.133721407,0.134855962,0.134027511,0.138702394}","{0.148456177,0.138444674,0.143291065,0.138609219,0.135925006,0.137274416,0.15090276,0.136425135,0.148150593,0.137886215,0.148611892,0.135481223,0.139474016,0.137251381}","{0.010253681,0.010788794,0.010490135,0.00972076,0.009768746,0.011483569,0.009503032,0.00957593,0.009563492,0.00970341,0.009871483,0.010552087,0.012105444,0.009824863,0.009691717,0.009679825,0.009783501,0.009772,0.01028413}","{0.006096094,0.005248203,0.005399828,0.005241339,0.005199617,0.005457235,0.005367867,0.005203519,0.005450847,0.005238934,0.005493283,0.005109933,0.005205221,0.005130775}","{0.05331901388922656,0.05331901388922656,0.05331901388922656,0.05331901388922656,0.05331901388922656,0.05331901388922656,0.05331901388922656,0.05331901388922656,0.05331901388922656,0.019531939229304875,0.019531939229304875,0.019531939229304875,0.019531939229304875,0.019531939229304875,0.019531939229304875,0.019531939229304875,0.019531939229304875,0.019531939229304875,0.019531939229304875}","{2.2914872185471125,2.2914872185471125,2.2914872185471125,2.2914872185471125,2.2914872185471125,2.2914872185471125,2.2914872185471125,2.2914872185471125,2.2914872185471125,2.2914872185471125,2.2914872185471125,2.2914872185471125,2.2914872185471125,2.2914872185471125}",49,14
3261834294741233279,"{0.83962853,0.830439564,0.832971085,0.829330592,0.765033874,0.842957452,0.766578689,0.779614511,0.771407644,0.407763206,0.444828287,0.431525378,0.45254173,0.413126882,0.417989247,0.443188494,0.453242131,0.404054748,0.436550312}","{4.754553552,4.632620666,4.748237105,4.540676196,4.546848814,4.520835787,4.593344902,4.531613898,4.563830078,4.647270269,4.622414484,4.607964515,5.254130472,4.609703507}","{0.240945172,0.258363705,0.252308191,0.255537363,0.219189713,0.239204779,0.229888936,0.221477438,0.22186764,0.239607403,0.24587348,0.245914554,0.281424945,0.231727867,0.233564224,0.235570684,0.262886578,0.238572045,0.253235208}","{0.083437828,0.078213125,0.077015127,0.076681042,0.080181274,0.075903075,0.077568034,0.075839959,0.076359993,0.085122529,0.079255825,0.078432712,0.094221686,0.082916014}","{0.03150669002545206,0.03150669002545206,0.03150669002545206,0.03150669002545206,0.03150669002545206,0.03150669002545206,0.03150669002545206,0.03150669002545206,0.03150669002545206,0.01823303211407119,0.01823303211407119,0.01823303211407119,0.01823303211407119,0.01823303211407119,0.01823303211407119,0.01823303211407119,0.01823303211407119,0.01823303211407119,0.01823303211407119}","{2.437554640350708,2.437554640350708,2.437554640350708,2.437554640350708,2.437554640350708,2.437554640350708,2.437554640350708,2.437554640350708,2.437554640350708,2.437554640350708,2.437554640350708,2.437554640350708,2.437554640350708,2.437554640350708}",49,14
-1912819773082406463,"{0.054863216,0.053500026,0.05406765,0.050715046,0.055706071,0.04854284,0.048070027,0.051107264,0.056049194,0.028865954,0.028428653,0.038611507,0.035968105,0.040721528,0.029971174,0.03388922,0.034737803,0.033092043,0.031641171}","{0.029658888,0.027832881,0.027984833,0.029635735,0.030088418,0.032259539,0.032066834,0.027720834,0.030676678,0.02775891,0.03017419,0.02899808,0.030722699,0.027595449}","{6.996050647,6.769422908,6.774808465,6.252255742,6.217006439,6.355019448,6.159825448,6.747866481,6.672283168,6.326994694,6.845867872,7.082294488,6.416363236,6.874405667,6.482498596,7.009334729,6.47461917,6.367357097,7.055135214}","{0.350685328,0.321629082,0.322239932,0.341493262,0.358642887,0.329133139,0.328517131,0.320330307,0.323918089,0.325218472,0.344698048,0.334634412,0.359221784,0.320906171}","{0.016906028794145007,0.016906028794145007,0.016906028794145007,0.016906028794145007,0.016906028794145007,0.016906028794145007,0.016906028794145007,0.016906028794145007,0.016906028794145007,0.005442525641809993,0.005442525641809993,0.005442525641809993,0.005442525641809993,0.005442525641809993,0.005442525641809993,0.005442525641809993,0.005442525641809993,0.005442525641809993,0.005442525641809993}","{0.8360834899695422,0.8360834899695422,0.8360834899695422,0.8360834899695422,0.8360834899695422,0.8360834899695422,0.8360834899695422,0.8360834899695422,0.8360834899695422,0.8360834899695422,0.8360834899695422,0.8360834899695422,0.8360834899695422,0.8360834899695422}",49,14
8637167297044090375,"{0.068769281,0.074696428,0.067215012,0.066607074,0.075789969,0.074056887,0.071104112,0.074625852,0.075140645,0.055617824,0.051335605,0.054463305,0.056596263,0.056318282,0.056865179,0.048514014,0.05032903,0.056494793,0.054876482}","{0.396250008,0.400147531,0.419260402,0.354254462,0.395347316,0.396101163,0.395436932,0.391537076,0.410696444,0.387586786,0.409837692,0.419376212,0.370636399,0.363656038}","{0.359690116,0.408101308,0.362958388,0.357500522,0.41028391,0.412923375,0.376817621,0.389014979,0.407887995,0.447419693,0.372141019,0.379669622,0.401706289,0.373943645,0.396554605,0.371641771,0.372404533,0.373360149,0.4114786}","{0.147499178,0.144460523,0.154406429,0.142187068,0.154728656,0.144432674,0.140359869,0.142669929,0.151138937,0.141278748,0.154696735,0.152016227,0.140856283,0.141410187}","{0.028881132523331052,0.028881132523331052,0.028881132523331052,0.028881132523331052,0.028881132523331052,0.028881132523331052,0.028881132523331052,0.028881132523331052,0.028881132523331052,0.024354967731231292,0.024354967731231292,0.024354967731231292,0.024354967731231292,0.024354967731231292,0.024354967731231292,0.024354967731231292,0.024354967731231292,0.024354967731231292,0.024354967731231292}","{1.6510114393539272,1.6510114393539272,1.6510114393539272,1.6510114393539272,1.6510114393539272,1.6510114393539272,1.6510114393539272,1.6510114393539272,1.6510114393539272,1.6510114393539272,1.6510114393539272,1.6510114393539272,1.6510114393539272,1.6510114393539272}",63,14
-1270565685357017756,"{0.016684528,0.033121269,0.058533147,0.018386986,0.033319517,0.043087823,0.017443373,0.032659971,0.043234798,0.017118782,0.03448766,0.096788262,0.01966591,0.032433222,0.054243044,0.017628912,0.032444284,0.04841161,0.021472695}","{0.020288676,0.043445341,0.041046322,0.018858705,0.03537309,0.043461024,0.020810181,0.03457729,0.043851245,0.019897989,0.037226987,0.047322472,0.019491805,0.036273725,0.043610394,0.018005797,0.037317383,0.038121726,0.019011418}","{0.00918656,0.010120699,0.009476053,0.009496474,0.009776186,0.009388905,0.010054076,0.00947324,0.009433552,0.009544298,0.010651097,0.009393054,0.009104888,0.009568405,0.009888055,0.009731527,0.009526085,0.010827882,0.010862704}","{0.005607674,0.006952727,0.006100485,0.005709769,0.005893071,0.006063988,0.005742077,0.005773355,0.00673463,0.006555084,0.006498253,0.006678165,0.006313346,0.006115385,0.006307131,0.006093814,0.006246934,0.005742255,0.005728463}","{0.11428023905817129,0.059305318828416435,0.059305318828416435,0.11428023905817129,0.059305318828416435,0.059305318828416435,0.11428023905817129,0.059305318828416435,0.059305318828416435,0.11428023905817129,0.059305318828416435,0.059305318828416435,0.11428023905817129,0.059305318828416435,0.059305318828416435,0.11428023905817129,0.059305318828416435,0.059305318828416435,0.11428023905817129}","{0.9844641885068637,0.8273889348582898,0.9803230472570501,0.9844641885068637,0.8273889348582898,0.9803230472570501,0.9844641885068637,0.8273889348582898,0.9803230472570501,0.9844641885068637,0.8273889348582898,0.9803230472570501,0.9844641885068637,0.8273889348582898,0.9803230472570501,0.9844641885068637,0.8273889348582898,0.9803230472570501,0.9844641885068637}",189,42
-6016190586237425744,"{0.055127752,0.054833843,0.06110424,0.053359857,0.054237958,0.060886512,0.057209419,0.059221451,0.053816843,0.03766637,0.037776704,0.036033554,0.034681007,0.042263163,0.042151525,0.038146373,0.036948489,0.040649185,0.039757544}","{0.038671427,0.037587515,0.046821959,0.039794462,0.049485135,0.036484862,0.037511245,0.049717583,0.039550492,0.039529633,0.039718887,0.042295006,0.043325448,0.03994201,0.043586923}","{0.115254302,0.116351831,0.122790419,0.116280685,0.116461246,0.133109722,0.119652262,0.120071259,0.115565237,0.118298286,0.116741168,0.116960768,0.115934112,0.124319065,0.118204198,0.116655561,0.117619708,0.115013855,0.12691385}","{0.050531101,0.051429124,0.05560907,0.053130346,0.052189604,0.05206516,0.052853206,0.05754331,0.053342444,0.054629172,0.052327439,0.055759602,0.059609754,0.051870858,0.057961269}","{0.033007008598092635,0.033007008598092635,0.033007008598092635,0.033007008598092635,0.033007008598092635,0.033007008598092635,0.033007008598092635,0.033007008598092635,0.033007008598092635,0.011930596452491626,0.011930596452491626,0.011930596452491626,0.011930596452491626,0.011930596452491626,0.011930596452491626,0.011930596452491626,0.011930596452491626,0.011930596452491626,0.011930596452491626}","{1.1194814395222135,1.1194814395222135,1.1194814395222135,1.1194814395222135,1.1194814395222135,1.1194814395222135,1.1194814395222135,1.1194814395222135,1.1194814395222135,1.1194814395222135,1.1194814395222135,1.1194814395222135,1.1194814395222135,1.1194814395222135,1.1194814395222135}",49,15
4654868730068868057,"{1.014789814,0.743541389,0.029170147,1.401838398,1.095819456,0.758702715,0.030105143,1.3345046,0.920638073,0.674090386,0.028619288,1.234624651,1.005682324,0.781594481,0.030709527,1.34524489,0.93084647,0.790863498,0.030969039}","{1.665048411,1.584551582,1.519456851,1.935580111,1.776669784,1.671929042,1.648366862,2.155667765,1.857481611,1.719208547,1.651949267,2.047087841,1.846214301,1.754647163,1.688939851,2.174476987,1.656122362,1.594090895,1.54260203}","{0.010583327,0.009907196,0.010188937,0.009242628,0.009994746,0.009909038,0.010210788,0.010008318,0.00988007,0.009050871,0.009562181,0.009092252,0.010830945,0.010446413,0.010253856,0.010277467,0.009853985,0.010459873,0.010162568}","{0.005688108,0.005579558,0.005740589,0.005666862,0.006225567,0.005921738,0.006276516,0.006416749,0.006818458,0.005981392,0.005917416,0.006120862,0.00658944,0.006523328,0.006648735,0.006200272,0.006022142,0.005709638,0.005636058}","{0.07465167974110293,0.09314613089956346,0.512415793178432,0.07807411565300183,0.07465167974110293,0.09314613089956346,0.512415793178432,0.07807411565300183,0.07465167974110293,0.09314613089956346,0.512415793178432,0.07807411565300183,0.07465167974110293,0.09314613089956346,0.512415793178432,0.07807411565300183,0.07465167974110293,0.09314613089956346,0.512415793178432}","{3.8389623545220535,3.954559930098691,2.0606215700702615,2.982175520409184,3.8389623545220535,3.954559930098691,2.0606215700702615,2.982175520409184,3.8389623545220535,3.954559930098691,2.0606215700702615,2.982175520409184,3.8389623545220535,3.954559930098691,2.0606215700702615,2.982175520409184,3.8389623545220535,3.954559930098691,2.0606215700702615}",210,56
-4294522389920564102,"{0.279050614,0.252265865,0.286334731,0.273952885,0.255523866,0.259484303,0.278434556,0.282051777,0.30257277,0.133681035,0.133534933,0.137343691,0.145692865,0.134165581,0.133016649,0.133239496,0.133330968,0.133389408,0.139734882}","{0.140294023,0.137000675,0.139986695,0.144377031,0.136849471,0.137701495,0.147716902,0.136920873,0.154218631,0.136028141,0.139013118,0.136410869,0.139491491,0.137483508}","{0.010399559,0.009796224,0.010872704,0.009509366,0.009570817,0.009856734,0.010088657,0.010939685,0.012063039,0.010126194,0.00947433,0.010125702,0.009340242,0.00965876,0.009422936,0.009787899,0.009189123,0.009310469,0.01004487}","{0.00543588,0.005083628,0.005350846,0.005115119,0.005093888,0.005129363,0.005565839,0.005628026,0.005477846,0.005049548,0.005281209,0.005138615,0.005491401,0.005618061}","{0.05331901388922656,0.05331901388922656,0.05331901388922656,0.05331901388922656,0.05331901388922656,0.05331901388922656,0.05331901388922656,0.05331901388922656,0.05331901388922656,0.017164888562631517,0.017164888562631517,0.017164888562631517,0.017164888562631517,0.017164888562631517,0.017164888562631517,0.017164888562631517,0.017164888562631517,0.017164888562631517,0.017164888562631517}","{2.3641399867243353,2.3641399867243353,2.3641399867243353,2.3641399867243353,2.3641399867243353,2.3641399867243353,2.3641399867243353,2.3641399867243353,2.3641399867243353,2.3641399867243353,2.3641399867243353,2.3641399867243353,2.3641399867243353,2.3641399867243353}",64,14
